12:22:50,735 INFO SeBS-06a7: Created experiment output at /home/anou/msc-thesis/task-based-experiment/experiment-results/python/non-instrumented/501.graph-pagerank
12:22:51,100 INFO OpenWhisk.Resources-0e1a: Using user-provided configuration of storage for OpenWhisk.
12:22:51,100 INFO OpenWhisk-63c3: Using existing resource name: 8504288e.
12:22:51,102 INFO Benchmark-4749: Building benchmark 501.graph-pagerank. Reason: no cached code package.
13:10:34,844 INFO Experiment.PerfCost-4939: Processed 2820 samples out of 10000, 0 errors
13:10:44,983 INFO Experiment.PerfCost-4939: Processed 2830 samples out of 10000, 0 errors
13:10:55,97 INFO Experiment.PerfCost-4939: Processed 2840 samples out of 10000, 0 errors
13:11:05,222 INFO Experiment.PerfCost-4939: Processed 2850 samples out of 10000, 0 errors
13:11:15,344 INFO Experiment.PerfCost-4939: Processed 2860 samples out of 10000, 0 errors
13:11:25,490 INFO Experiment.PerfCost-4939: Processed 2870 samples out of 10000, 0 errors
13:11:35,651 INFO Experiment.PerfCost-4939: Processed 2880 samples out of 10000, 0 errors
13:11:45,785 INFO Experiment.PerfCost-4939: Processed 2890 samples out of 10000, 0 errors
13:11:55,942 INFO Experiment.PerfCost-4939: Processed 2900 samples out of 10000, 0 errors
13:12:06,123 INFO Experiment.PerfCost-4939: Processed 2910 samples out of 10000, 0 errors
13:12:16,255 INFO Experiment.PerfCost-4939: Processed 2920 samples out of 10000, 0 errors
13:12:26,402 INFO Experiment.PerfCost-4939: Processed 2930 samples out of 10000, 0 errors
13:12:36,515 INFO Experiment.PerfCost-4939: Processed 2940 samples out of 10000, 0 errors
13:12:46,671 INFO Experiment.PerfCost-4939: Processed 2950 samples out of 10000, 0 errors
13:12:56,814 INFO Experiment.PerfCost-4939: Processed 2960 samples out of 10000, 0 errors
13:13:06,939 INFO Experiment.PerfCost-4939: Processed 2970 samples out of 10000, 0 errors
13:13:17,62 INFO Experiment.PerfCost-4939: Processed 2980 samples out of 10000, 0 errors
13:13:27,181 INFO Experiment.PerfCost-4939: Processed 2990 samples out of 10000, 0 errors
13:13:37,401 INFO Experiment.PerfCost-4939: Processed 3000 samples out of 10000, 0 errors
13:13:47,515 INFO Experiment.PerfCost-4939: Processed 3010 samples out of 10000, 0 errors
13:13:57,622 INFO Experiment.PerfCost-4939: Processed 3020 samples out of 10000, 0 errors
13:14:07,759 INFO Experiment.PerfCost-4939: Processed 3030 samples out of 10000, 0 errors
13:14:17,878 INFO Experiment.PerfCost-4939: Processed 3040 samples out of 10000, 0 errors
13:14:28,5 INFO Experiment.PerfCost-4939: Processed 3050 samples out of 10000, 0 errors
13:14:38,130 INFO Experiment.PerfCost-4939: Processed 3060 samples out of 10000, 0 errors
13:14:48,281 INFO Experiment.PerfCost-4939: Processed 3070 samples out of 10000, 0 errors
13:14:58,446 INFO Experiment.PerfCost-4939: Processed 3080 samples out of 10000, 0 errors
13:15:08,561 INFO Experiment.PerfCost-4939: Processed 3090 samples out of 10000, 0 errors
13:15:18,675 INFO Experiment.PerfCost-4939: Processed 3100 samples out of 10000, 0 errors
13:15:28,803 INFO Experiment.PerfCost-4939: Processed 3110 samples out of 10000, 0 errors
13:15:38,937 INFO Experiment.PerfCost-4939: Processed 3120 samples out of 10000, 0 errors
13:15:49,81 INFO Experiment.PerfCost-4939: Processed 3130 samples out of 10000, 0 errors
13:15:59,208 INFO Experiment.PerfCost-4939: Processed 3140 samples out of 10000, 0 errors
13:16:09,335 INFO Experiment.PerfCost-4939: Processed 3150 samples out of 10000, 0 errors
13:16:19,468 INFO Experiment.PerfCost-4939: Processed 3160 samples out of 10000, 0 errors
13:16:29,600 INFO Experiment.PerfCost-4939: Processed 3170 samples out of 10000, 0 errors
13:16:39,732 INFO Experiment.PerfCost-4939: Processed 3180 samples out of 10000, 0 errors
13:16:49,854 INFO Experiment.PerfCost-4939: Processed 3190 samples out of 10000, 0 errors
13:17:00,15 INFO Experiment.PerfCost-4939: Processed 3200 samples out of 10000, 0 errors
13:17:10,137 INFO Experiment.PerfCost-4939: Processed 3210 samples out of 10000, 0 errors
13:17:20,263 INFO Experiment.PerfCost-4939: Processed 3220 samples out of 10000, 0 errors
13:17:30,388 INFO Experiment.PerfCost-4939: Processed 3230 samples out of 10000, 0 errors
13:17:40,504 INFO Experiment.PerfCost-4939: Processed 3240 samples out of 10000, 0 errors
13:17:50,626 INFO Experiment.PerfCost-4939: Processed 3250 samples out of 10000, 0 errors
13:18:00,762 INFO Experiment.PerfCost-4939: Processed 3260 samples out of 10000, 0 errors
13:18:10,881 INFO Experiment.PerfCost-4939: Processed 3270 samples out of 10000, 0 errors
13:18:21,17 INFO Experiment.PerfCost-4939: Processed 3280 samples out of 10000, 0 errors
13:18:31,175 INFO Experiment.PerfCost-4939: Processed 3290 samples out of 10000, 0 errors
13:18:41,397 INFO Experiment.PerfCost-4939: Processed 3300 samples out of 10000, 0 errors
13:18:51,494 INFO Experiment.PerfCost-4939: Processed 3310 samples out of 10000, 0 errors
13:19:01,616 INFO Experiment.PerfCost-4939: Processed 3320 samples out of 10000, 0 errors
13:19:11,741 INFO Experiment.PerfCost-4939: Processed 3330 samples out of 10000, 0 errors
13:19:21,855 INFO Experiment.PerfCost-4939: Processed 3340 samples out of 10000, 0 errors
13:19:32,12 INFO Experiment.PerfCost-4939: Processed 3350 samples out of 10000, 0 errors
13:19:42,232 INFO Experiment.PerfCost-4939: Processed 3360 samples out of 10000, 0 errors
13:19:52,342 INFO Experiment.PerfCost-4939: Processed 3370 samples out of 10000, 0 errors
13:20:02,442 INFO Experiment.PerfCost-4939: Processed 3380 samples out of 10000, 0 errors
13:20:12,540 INFO Experiment.PerfCost-4939: Processed 3390 samples out of 10000, 0 errors
13:20:22,698 INFO Experiment.PerfCost-4939: Processed 3400 samples out of 10000, 0 errors
13:20:32,829 INFO Experiment.PerfCost-4939: Processed 3410 samples out of 10000, 0 errors
13:20:42,926 INFO Experiment.PerfCost-4939: Processed 3420 samples out of 10000, 0 errors
13:20:53,53 INFO Experiment.PerfCost-4939: Processed 3430 samples out of 10000, 0 errors
13:21:03,167 INFO Experiment.PerfCost-4939: Processed 3440 samples out of 10000, 0 errors
13:21:13,289 INFO Experiment.PerfCost-4939: Processed 3450 samples out of 10000, 0 errors
13:21:23,453 INFO Experiment.PerfCost-4939: Processed 3460 samples out of 10000, 0 errors
13:21:33,599 INFO Experiment.PerfCost-4939: Processed 3470 samples out of 10000, 0 errors
13:21:43,774 INFO Experiment.PerfCost-4939: Processed 3480 samples out of 10000, 0 errors
13:21:53,878 INFO Experiment.PerfCost-4939: Processed 3490 samples out of 10000, 0 errors
13:22:03,979 INFO Experiment.PerfCost-4939: Processed 3500 samples out of 10000, 0 errors
13:22:14,107 INFO Experiment.PerfCost-4939: Processed 3510 samples out of 10000, 0 errors
13:22:24,246 INFO Experiment.PerfCost-4939: Processed 3520 samples out of 10000, 0 errors
13:22:34,394 INFO Experiment.PerfCost-4939: Processed 3530 samples out of 10000, 0 errors
13:22:44,522 INFO Experiment.PerfCost-4939: Processed 3540 samples out of 10000, 0 errors
13:22:54,668 INFO Experiment.PerfCost-4939: Processed 3550 samples out of 10000, 0 errors
13:23:04,790 INFO Experiment.PerfCost-4939: Processed 3560 samples out of 10000, 0 errors
13:23:14,938 INFO Experiment.PerfCost-4939: Processed 3570 samples out of 10000, 0 errors
13:23:25,115 INFO Experiment.PerfCost-4939: Processed 3580 samples out of 10000, 0 errors
13:23:35,207 INFO Experiment.PerfCost-4939: Processed 3590 samples out of 10000, 0 errors
13:23:45,386 INFO Experiment.PerfCost-4939: Processed 3600 samples out of 10000, 0 errors
13:23:55,484 INFO Experiment.PerfCost-4939: Processed 3610 samples out of 10000, 0 errors
13:24:05,626 INFO Experiment.PerfCost-4939: Processed 3620 samples out of 10000, 0 errors
13:24:15,741 INFO Experiment.PerfCost-4939: Processed 3630 samples out of 10000, 0 errors
13:24:25,875 INFO Experiment.PerfCost-4939: Processed 3640 samples out of 10000, 0 errors
13:24:36,10 INFO Experiment.PerfCost-4939: Processed 3650 samples out of 10000, 0 errors
13:24:46,146 INFO Experiment.PerfCost-4939: Processed 3660 samples out of 10000, 0 errors
13:24:56,321 INFO Experiment.PerfCost-4939: Processed 3670 samples out of 10000, 0 errors
13:25:06,435 INFO Experiment.PerfCost-4939: Processed 3680 samples out of 10000, 0 errors
13:25:16,566 INFO Experiment.PerfCost-4939: Processed 3690 samples out of 10000, 0 errors
13:25:26,714 INFO Experiment.PerfCost-4939: Processed 3700 samples out of 10000, 0 errors
13:25:36,864 INFO Experiment.PerfCost-4939: Processed 3710 samples out of 10000, 0 errors
13:25:47,19 INFO Experiment.PerfCost-4939: Processed 3720 samples out of 10000, 0 errors
13:25:57,191 INFO Experiment.PerfCost-4939: Processed 3730 samples out of 10000, 0 errors
13:26:07,300 INFO Experiment.PerfCost-4939: Processed 3740 samples out of 10000, 0 errors
13:26:17,412 INFO Experiment.PerfCost-4939: Processed 3750 samples out of 10000, 0 errors
13:26:27,555 INFO Experiment.PerfCost-4939: Processed 3760 samples out of 10000, 0 errors
13:26:37,670 INFO Experiment.PerfCost-4939: Processed 3770 samples out of 10000, 0 errors
13:26:47,828 INFO Experiment.PerfCost-4939: Processed 3780 samples out of 10000, 0 errors
13:26:57,946 INFO Experiment.PerfCost-4939: Processed 3790 samples out of 10000, 0 errors
13:27:08,95 INFO Experiment.PerfCost-4939: Processed 3800 samples out of 10000, 0 errors
13:27:18,230 INFO Experiment.PerfCost-4939: Processed 3810 samples out of 10000, 0 errors
13:27:28,382 INFO Experiment.PerfCost-4939: Processed 3820 samples out of 10000, 0 errors
13:27:38,530 INFO Experiment.PerfCost-4939: Processed 3830 samples out of 10000, 0 errors
13:27:48,700 INFO Experiment.PerfCost-4939: Processed 3840 samples out of 10000, 0 errors
13:27:58,831 INFO Experiment.PerfCost-4939: Processed 3850 samples out of 10000, 0 errors
13:28:08,959 INFO Experiment.PerfCost-4939: Processed 3860 samples out of 10000, 0 errors
13:28:19,83 INFO Experiment.PerfCost-4939: Processed 3870 samples out of 10000, 0 errors
13:28:29,219 INFO Experiment.PerfCost-4939: Processed 3880 samples out of 10000, 0 errors
13:28:39,359 INFO Experiment.PerfCost-4939: Processed 3890 samples out of 10000, 0 errors
13:28:49,527 INFO Experiment.PerfCost-4939: Processed 3900 samples out of 10000, 0 errors
13:28:59,637 INFO Experiment.PerfCost-4939: Processed 3910 samples out of 10000, 0 errors
13:29:09,739 INFO Experiment.PerfCost-4939: Processed 3920 samples out of 10000, 0 errors
13:29:19,852 INFO Experiment.PerfCost-4939: Processed 3930 samples out of 10000, 0 errors
13:29:29,980 INFO Experiment.PerfCost-4939: Processed 3940 samples out of 10000, 0 errors
13:29:40,131 INFO Experiment.PerfCost-4939: Processed 3950 samples out of 10000, 0 errors
13:29:50,280 INFO Experiment.PerfCost-4939: Processed 3960 samples out of 10000, 0 errors
13:30:00,420 INFO Experiment.PerfCost-4939: Processed 3970 samples out of 10000, 0 errors
13:30:10,563 INFO Experiment.PerfCost-4939: Processed 3980 samples out of 10000, 0 errors
13:30:20,698 INFO Experiment.PerfCost-4939: Processed 3990 samples out of 10000, 0 errors
13:30:30,863 INFO Experiment.PerfCost-4939: Processed 4000 samples out of 10000, 0 errors
13:30:40,959 INFO Experiment.PerfCost-4939: Processed 4010 samples out of 10000, 0 errors
13:30:51,106 INFO Experiment.PerfCost-4939: Processed 4020 samples out of 10000, 0 errors
13:31:01,205 INFO Experiment.PerfCost-4939: Processed 4030 samples out of 10000, 0 errors
13:31:11,342 INFO Experiment.PerfCost-4939: Processed 4040 samples out of 10000, 0 errors
13:31:21,458 INFO Experiment.PerfCost-4939: Processed 4050 samples out of 10000, 0 errors
13:31:31,596 INFO Experiment.PerfCost-4939: Processed 4060 samples out of 10000, 0 errors
13:31:41,718 INFO Experiment.PerfCost-4939: Processed 4070 samples out of 10000, 0 errors
13:31:51,879 INFO Experiment.PerfCost-4939: Processed 4080 samples out of 10000, 0 errors
13:32:02,7 INFO Experiment.PerfCost-4939: Processed 4090 samples out of 10000, 0 errors
13:32:12,126 INFO Experiment.PerfCost-4939: Processed 4100 samples out of 10000, 0 errors
13:32:22,277 INFO Experiment.PerfCost-4939: Processed 4110 samples out of 10000, 0 errors
13:32:32,417 INFO Experiment.PerfCost-4939: Processed 4120 samples out of 10000, 0 errors
13:32:42,512 INFO Experiment.PerfCost-4939: Processed 4130 samples out of 10000, 0 errors
13:32:52,672 INFO Experiment.PerfCost-4939: Processed 4140 samples out of 10000, 0 errors
13:33:02,771 INFO Experiment.PerfCost-4939: Processed 4150 samples out of 10000, 0 errors
13:33:12,892 INFO Experiment.PerfCost-4939: Processed 4160 samples out of 10000, 0 errors
13:33:23,33 INFO Experiment.PerfCost-4939: Processed 4170 samples out of 10000, 0 errors
13:33:33,152 INFO Experiment.PerfCost-4939: Processed 4180 samples out of 10000, 0 errors
13:33:43,309 INFO Experiment.PerfCost-4939: Processed 4190 samples out of 10000, 0 errors
13:33:53,511 INFO Experiment.PerfCost-4939: Processed 4200 samples out of 10000, 0 errors
13:34:03,618 INFO Experiment.PerfCost-4939: Processed 4210 samples out of 10000, 0 errors
13:34:13,750 INFO Experiment.PerfCost-4939: Processed 4220 samples out of 10000, 0 errors
13:34:23,838 INFO Experiment.PerfCost-4939: Processed 4230 samples out of 10000, 0 errors
13:34:33,985 INFO Experiment.PerfCost-4939: Processed 4240 samples out of 10000, 0 errors
13:34:44,101 INFO Experiment.PerfCost-4939: Processed 4250 samples out of 10000, 0 errors
13:34:54,201 INFO Experiment.PerfCost-4939: Processed 4260 samples out of 10000, 0 errors
13:35:04,347 INFO Experiment.PerfCost-4939: Processed 4270 samples out of 10000, 0 errors
13:35:14,493 INFO Experiment.PerfCost-4939: Processed 4280 samples out of 10000, 0 errors
13:35:24,644 INFO Experiment.PerfCost-4939: Processed 4290 samples out of 10000, 0 errors
13:35:34,747 INFO Experiment.PerfCost-4939: Processed 4300 samples out of 10000, 0 errors
13:35:44,903 INFO Experiment.PerfCost-4939: Processed 4310 samples out of 10000, 0 errors
13:35:55,44 INFO Experiment.PerfCost-4939: Processed 4320 samples out of 10000, 0 errors
13:36:05,215 INFO Experiment.PerfCost-4939: Processed 4330 samples out of 10000, 0 errors
13:36:15,362 INFO Experiment.PerfCost-4939: Processed 4340 samples out of 10000, 0 errors
13:36:25,487 INFO Experiment.PerfCost-4939: Processed 4350 samples out of 10000, 0 errors
13:36:35,633 INFO Experiment.PerfCost-4939: Processed 4360 samples out of 10000, 0 errors
13:36:45,800 INFO Experiment.PerfCost-4939: Processed 4370 samples out of 10000, 0 errors
13:36:55,891 INFO Experiment.PerfCost-4939: Processed 4380 samples out of 10000, 0 errors
13:37:06,39 INFO Experiment.PerfCost-4939: Processed 4390 samples out of 10000, 0 errors
13:37:16,169 INFO Experiment.PerfCost-4939: Processed 4400 samples out of 10000, 0 errors
13:37:26,306 INFO Experiment.PerfCost-4939: Processed 4410 samples out of 10000, 0 errors
13:37:36,440 INFO Experiment.PerfCost-4939: Processed 4420 samples out of 10000, 0 errors
13:37:46,556 INFO Experiment.PerfCost-4939: Processed 4430 samples out of 10000, 0 errors
13:37:56,691 INFO Experiment.PerfCost-4939: Processed 4440 samples out of 10000, 0 errors
13:38:06,838 INFO Experiment.PerfCost-4939: Processed 4450 samples out of 10000, 0 errors
13:38:16,965 INFO Experiment.PerfCost-4939: Processed 4460 samples out of 10000, 0 errors
13:38:27,110 INFO Experiment.PerfCost-4939: Processed 4470 samples out of 10000, 0 errors
13:38:37,270 INFO Experiment.PerfCost-4939: Processed 4480 samples out of 10000, 0 errors
13:38:47,393 INFO Experiment.PerfCost-4939: Processed 4490 samples out of 10000, 0 errors
13:38:57,573 INFO Experiment.PerfCost-4939: Processed 4500 samples out of 10000, 0 errors
13:39:07,700 INFO Experiment.PerfCost-4939: Processed 4510 samples out of 10000, 0 errors
13:39:17,816 INFO Experiment.PerfCost-4939: Processed 4520 samples out of 10000, 0 errors
13:39:27,980 INFO Experiment.PerfCost-4939: Processed 4530 samples out of 10000, 0 errors
13:39:38,58 INFO Experiment.PerfCost-4939: Processed 4540 samples out of 10000, 0 errors
13:39:48,185 INFO Experiment.PerfCost-4939: Processed 4550 samples out of 10000, 0 errors
13:39:58,324 INFO Experiment.PerfCost-4939: Processed 4560 samples out of 10000, 0 errors
13:40:08,432 INFO Experiment.PerfCost-4939: Processed 4570 samples out of 10000, 0 errors
13:40:18,558 INFO Experiment.PerfCost-4939: Processed 4580 samples out of 10000, 0 errors
13:40:28,688 INFO Experiment.PerfCost-4939: Processed 4590 samples out of 10000, 0 errors
13:40:38,827 INFO Experiment.PerfCost-4939: Processed 4600 samples out of 10000, 0 errors
13:40:48,954 INFO Experiment.PerfCost-4939: Processed 4610 samples out of 10000, 0 errors
13:40:59,113 INFO Experiment.PerfCost-4939: Processed 4620 samples out of 10000, 0 errors
13:41:09,248 INFO Experiment.PerfCost-4939: Processed 4630 samples out of 10000, 0 errors
13:41:19,350 INFO Experiment.PerfCost-4939: Processed 4640 samples out of 10000, 0 errors
13:41:29,476 INFO Experiment.PerfCost-4939: Processed 4650 samples out of 10000, 0 errors
13:41:39,601 INFO Experiment.PerfCost-4939: Processed 4660 samples out of 10000, 0 errors
13:41:49,752 INFO Experiment.PerfCost-4939: Processed 4670 samples out of 10000, 0 errors
13:41:59,881 INFO Experiment.PerfCost-4939: Processed 4680 samples out of 10000, 0 errors
13:42:10,50 INFO Experiment.PerfCost-4939: Processed 4690 samples out of 10000, 0 errors
13:42:20,196 INFO Experiment.PerfCost-4939: Processed 4700 samples out of 10000, 0 errors
13:42:30,305 INFO Experiment.PerfCost-4939: Processed 4710 samples out of 10000, 0 errors
13:42:40,434 INFO Experiment.PerfCost-4939: Processed 4720 samples out of 10000, 0 errors
13:42:50,576 INFO Experiment.PerfCost-4939: Processed 4730 samples out of 10000, 0 errors
13:43:00,716 INFO Experiment.PerfCost-4939: Processed 4740 samples out of 10000, 0 errors
13:43:10,861 INFO Experiment.PerfCost-4939: Processed 4750 samples out of 10000, 0 errors
13:43:20,992 INFO Experiment.PerfCost-4939: Processed 4760 samples out of 10000, 0 errors
13:43:31,167 INFO Experiment.PerfCost-4939: Processed 4770 samples out of 10000, 0 errors
13:43:41,275 INFO Experiment.PerfCost-4939: Processed 4780 samples out of 10000, 0 errors
13:43:51,418 INFO Experiment.PerfCost-4939: Processed 4790 samples out of 10000, 0 errors
13:44:01,637 INFO Experiment.PerfCost-4939: Processed 4800 samples out of 10000, 0 errors
13:44:11,759 INFO Experiment.PerfCost-4939: Processed 4810 samples out of 10000, 0 errors
13:44:21,875 INFO Experiment.PerfCost-4939: Processed 4820 samples out of 10000, 0 errors
13:44:31,979 INFO Experiment.PerfCost-4939: Processed 4830 samples out of 10000, 0 errors
13:44:42,112 INFO Experiment.PerfCost-4939: Processed 4840 samples out of 10000, 0 errors
13:44:52,241 INFO Experiment.PerfCost-4939: Processed 4850 samples out of 10000, 0 errors
13:45:02,363 INFO Experiment.PerfCost-4939: Processed 4860 samples out of 10000, 0 errors
13:45:12,488 INFO Experiment.PerfCost-4939: Processed 4870 samples out of 10000, 0 errors
13:45:22,658 INFO Experiment.PerfCost-4939: Processed 4880 samples out of 10000, 0 errors
13:45:32,794 INFO Experiment.PerfCost-4939: Processed 4890 samples out of 10000, 0 errors
13:45:42,917 INFO Experiment.PerfCost-4939: Processed 4900 samples out of 10000, 0 errors
13:45:53,64 INFO Experiment.PerfCost-4939: Processed 4910 samples out of 10000, 0 errors
13:46:03,204 INFO Experiment.PerfCost-4939: Processed 4920 samples out of 10000, 0 errors
13:46:13,337 INFO Experiment.PerfCost-4939: Processed 4930 samples out of 10000, 0 errors
13:46:23,457 INFO Experiment.PerfCost-4939: Processed 4940 samples out of 10000, 0 errors
13:46:33,591 INFO Experiment.PerfCost-4939: Processed 4950 samples out of 10000, 0 errors
13:46:43,750 INFO Experiment.PerfCost-4939: Processed 4960 samples out of 10000, 0 errors
13:46:53,855 INFO Experiment.PerfCost-4939: Processed 4970 samples out of 10000, 0 errors
13:47:03,965 INFO Experiment.PerfCost-4939: Processed 4980 samples out of 10000, 0 errors
13:47:14,121 INFO Experiment.PerfCost-4939: Processed 4990 samples out of 10000, 0 errors
13:47:24,253 INFO Experiment.PerfCost-4939: Processed 5000 samples out of 10000, 0 errors
13:47:34,416 INFO Experiment.PerfCost-4939: Processed 5010 samples out of 10000, 0 errors
13:47:44,546 INFO Experiment.PerfCost-4939: Processed 5020 samples out of 10000, 0 errors
13:47:54,653 INFO Experiment.PerfCost-4939: Processed 5030 samples out of 10000, 0 errors
13:48:04,781 INFO Experiment.PerfCost-4939: Processed 5040 samples out of 10000, 0 errors
13:48:14,953 INFO Experiment.PerfCost-4939: Processed 5050 samples out of 10000, 0 errors
13:48:25,53 INFO Experiment.PerfCost-4939: Processed 5060 samples out of 10000, 0 errors
13:48:35,203 INFO Experiment.PerfCost-4939: Processed 5070 samples out of 10000, 0 errors
13:48:45,366 INFO Experiment.PerfCost-4939: Processed 5080 samples out of 10000, 0 errors
13:48:55,486 INFO Experiment.PerfCost-4939: Processed 5090 samples out of 10000, 0 errors
13:49:05,667 INFO Experiment.PerfCost-4939: Processed 5100 samples out of 10000, 0 errors
13:49:15,784 INFO Experiment.PerfCost-4939: Processed 5110 samples out of 10000, 0 errors
13:49:25,927 INFO Experiment.PerfCost-4939: Processed 5120 samples out of 10000, 0 errors
13:49:36,73 INFO Experiment.PerfCost-4939: Processed 5130 samples out of 10000, 0 errors
13:49:46,203 INFO Experiment.PerfCost-4939: Processed 5140 samples out of 10000, 0 errors
13:49:56,324 INFO Experiment.PerfCost-4939: Processed 5150 samples out of 10000, 0 errors
13:50:06,450 INFO Experiment.PerfCost-4939: Processed 5160 samples out of 10000, 0 errors
13:50:16,594 INFO Experiment.PerfCost-4939: Processed 5170 samples out of 10000, 0 errors
13:50:26,735 INFO Experiment.PerfCost-4939: Processed 5180 samples out of 10000, 0 errors
13:50:36,871 INFO Experiment.PerfCost-4939: Processed 5190 samples out of 10000, 0 errors
13:50:46,986 INFO Experiment.PerfCost-4939: Processed 5200 samples out of 10000, 0 errors
13:50:57,149 INFO Experiment.PerfCost-4939: Processed 5210 samples out of 10000, 0 errors
13:51:07,301 INFO Experiment.PerfCost-4939: Processed 5220 samples out of 10000, 0 errors
13:51:17,424 INFO Experiment.PerfCost-4939: Processed 5230 samples out of 10000, 0 errors
13:51:27,552 INFO Experiment.PerfCost-4939: Processed 5240 samples out of 10000, 0 errors
13:51:37,658 INFO Experiment.PerfCost-4939: Processed 5250 samples out of 10000, 0 errors
13:51:47,820 INFO Experiment.PerfCost-4939: Processed 5260 samples out of 10000, 0 errors
13:51:57,967 INFO Experiment.PerfCost-4939: Processed 5270 samples out of 10000, 0 errors
13:52:08,93 INFO Experiment.PerfCost-4939: Processed 5280 samples out of 10000, 0 errors
13:52:18,194 INFO Experiment.PerfCost-4939: Processed 5290 samples out of 10000, 0 errors
13:52:28,315 INFO Experiment.PerfCost-4939: Processed 5300 samples out of 10000, 0 errors
13:52:38,447 INFO Experiment.PerfCost-4939: Processed 5310 samples out of 10000, 0 errors
13:52:48,616 INFO Experiment.PerfCost-4939: Processed 5320 samples out of 10000, 0 errors
13:52:58,752 INFO Experiment.PerfCost-4939: Processed 5330 samples out of 10000, 0 errors
13:53:08,884 INFO Experiment.PerfCost-4939: Processed 5340 samples out of 10000, 0 errors
13:53:19,41 INFO Experiment.PerfCost-4939: Processed 5350 samples out of 10000, 0 errors
13:53:29,190 INFO Experiment.PerfCost-4939: Processed 5360 samples out of 10000, 0 errors
13:53:39,316 INFO Experiment.PerfCost-4939: Processed 5370 samples out of 10000, 0 errors
13:53:49,425 INFO Experiment.PerfCost-4939: Processed 5380 samples out of 10000, 0 errors
13:53:59,574 INFO Experiment.PerfCost-4939: Processed 5390 samples out of 10000, 0 errors
13:54:09,751 INFO Experiment.PerfCost-4939: Processed 5400 samples out of 10000, 0 errors
13:54:19,857 INFO Experiment.PerfCost-4939: Processed 5410 samples out of 10000, 0 errors
13:54:29,961 INFO Experiment.PerfCost-4939: Processed 5420 samples out of 10000, 0 errors
13:54:40,68 INFO Experiment.PerfCost-4939: Processed 5430 samples out of 10000, 0 errors
13:54:50,205 INFO Experiment.PerfCost-4939: Processed 5440 samples out of 10000, 0 errors
13:55:00,317 INFO Experiment.PerfCost-4939: Processed 5450 samples out of 10000, 0 errors
13:55:10,455 INFO Experiment.PerfCost-4939: Processed 5460 samples out of 10000, 0 errors
13:55:20,598 INFO Experiment.PerfCost-4939: Processed 5470 samples out of 10000, 0 errors
13:55:30,715 INFO Experiment.PerfCost-4939: Processed 5480 samples out of 10000, 0 errors
13:55:40,872 INFO Experiment.PerfCost-4939: Processed 5490 samples out of 10000, 0 errors
13:55:51,8 INFO Experiment.PerfCost-4939: Processed 5500 samples out of 10000, 0 errors
13:56:01,141 INFO Experiment.PerfCost-4939: Processed 5510 samples out of 10000, 0 errors
13:56:11,299 INFO Experiment.PerfCost-4939: Processed 5520 samples out of 10000, 0 errors
13:56:21,425 INFO Experiment.PerfCost-4939: Processed 5530 samples out of 10000, 0 errors
13:56:31,567 INFO Experiment.PerfCost-4939: Processed 5540 samples out of 10000, 0 errors
13:56:41,729 INFO Experiment.PerfCost-4939: Processed 5550 samples out of 10000, 0 errors
13:56:51,877 INFO Experiment.PerfCost-4939: Processed 5560 samples out of 10000, 0 errors
13:57:02,5 INFO Experiment.PerfCost-4939: Processed 5570 samples out of 10000, 0 errors
13:57:12,172 INFO Experiment.PerfCost-4939: Processed 5580 samples out of 10000, 0 errors
13:57:22,302 INFO Experiment.PerfCost-4939: Processed 5590 samples out of 10000, 0 errors
13:57:32,397 INFO Experiment.PerfCost-4939: Processed 5600 samples out of 10000, 0 errors
13:57:42,514 INFO Experiment.PerfCost-4939: Processed 5610 samples out of 10000, 0 errors
13:57:52,637 INFO Experiment.PerfCost-4939: Processed 5620 samples out of 10000, 0 errors
13:58:02,790 INFO Experiment.PerfCost-4939: Processed 5630 samples out of 10000, 0 errors
13:58:12,918 INFO Experiment.PerfCost-4939: Processed 5640 samples out of 10000, 0 errors
13:58:23,63 INFO Experiment.PerfCost-4939: Processed 5650 samples out of 10000, 0 errors
13:58:33,200 INFO Experiment.PerfCost-4939: Processed 5660 samples out of 10000, 0 errors
13:58:43,351 INFO Experiment.PerfCost-4939: Processed 5670 samples out of 10000, 0 errors
13:58:53,454 INFO Experiment.PerfCost-4939: Processed 5680 samples out of 10000, 0 errors
13:59:03,626 INFO Experiment.PerfCost-4939: Processed 5690 samples out of 10000, 0 errors
13:59:13,823 INFO Experiment.PerfCost-4939: Processed 5700 samples out of 10000, 0 errors
13:59:23,951 INFO Experiment.PerfCost-4939: Processed 5710 samples out of 10000, 0 errors
13:59:34,61 INFO Experiment.PerfCost-4939: Processed 5720 samples out of 10000, 0 errors
13:59:44,189 INFO Experiment.PerfCost-4939: Processed 5730 samples out of 10000, 0 errors
13:59:54,315 INFO Experiment.PerfCost-4939: Processed 5740 samples out of 10000, 0 errors
14:00:04,423 INFO Experiment.PerfCost-4939: Processed 5750 samples out of 10000, 0 errors
14:00:14,560 INFO Experiment.PerfCost-4939: Processed 5760 samples out of 10000, 0 errors
14:00:24,701 INFO Experiment.PerfCost-4939: Processed 5770 samples out of 10000, 0 errors
14:00:34,816 INFO Experiment.PerfCost-4939: Processed 5780 samples out of 10000, 0 errors
14:00:44,955 INFO Experiment.PerfCost-4939: Processed 5790 samples out of 10000, 0 errors
14:00:55,71 INFO Experiment.PerfCost-4939: Processed 5800 samples out of 10000, 0 errors
