21:57:20,504 INFO SeBS-452e: Created experiment output at /home/anou/msc-thesis/task-based-experiment/experiment-results/nodejs/non-instrumented/210.thumbnailer
21:57:20,844 INFO OpenWhisk.Resources-ff0d: Using user-provided configuration of storage for OpenWhisk.
21:57:20,844 INFO OpenWhisk-fbcc: Using existing resource name: 91d37410.
21:57:20,933 INFO Benchmark-49a8: Building benchmark 210.thumbnailer. Reason: no cached code package.
22:46:10,177 INFO Experiment.PerfCost-0454: Processed 2810 samples out of 10000, 0 errors
22:46:20,510 INFO Experiment.PerfCost-0454: Processed 2820 samples out of 10000, 0 errors
22:46:30,882 INFO Experiment.PerfCost-0454: Processed 2830 samples out of 10000, 0 errors
22:46:41,235 INFO Experiment.PerfCost-0454: Processed 2840 samples out of 10000, 0 errors
22:46:51,580 INFO Experiment.PerfCost-0454: Processed 2850 samples out of 10000, 0 errors
22:47:01,955 INFO Experiment.PerfCost-0454: Processed 2860 samples out of 10000, 0 errors
22:47:12,287 INFO Experiment.PerfCost-0454: Processed 2870 samples out of 10000, 0 errors
22:47:22,654 INFO Experiment.PerfCost-0454: Processed 2880 samples out of 10000, 0 errors
22:47:32,999 INFO Experiment.PerfCost-0454: Processed 2890 samples out of 10000, 0 errors
22:47:43,385 INFO Experiment.PerfCost-0454: Processed 2900 samples out of 10000, 0 errors
22:47:53,713 INFO Experiment.PerfCost-0454: Processed 2910 samples out of 10000, 0 errors
22:48:04,71 INFO Experiment.PerfCost-0454: Processed 2920 samples out of 10000, 0 errors
22:48:14,413 INFO Experiment.PerfCost-0454: Processed 2930 samples out of 10000, 0 errors
22:48:24,750 INFO Experiment.PerfCost-0454: Processed 2940 samples out of 10000, 0 errors
22:48:35,77 INFO Experiment.PerfCost-0454: Processed 2950 samples out of 10000, 0 errors
22:48:45,437 INFO Experiment.PerfCost-0454: Processed 2960 samples out of 10000, 0 errors
22:48:55,811 INFO Experiment.PerfCost-0454: Processed 2970 samples out of 10000, 0 errors
22:49:06,163 INFO Experiment.PerfCost-0454: Processed 2980 samples out of 10000, 0 errors
22:49:16,535 INFO Experiment.PerfCost-0454: Processed 2990 samples out of 10000, 0 errors
22:49:26,883 INFO Experiment.PerfCost-0454: Processed 3000 samples out of 10000, 0 errors
22:49:37,236 INFO Experiment.PerfCost-0454: Processed 3010 samples out of 10000, 0 errors
22:49:47,574 INFO Experiment.PerfCost-0454: Processed 3020 samples out of 10000, 0 errors
22:49:57,933 INFO Experiment.PerfCost-0454: Processed 3030 samples out of 10000, 0 errors
22:50:08,264 INFO Experiment.PerfCost-0454: Processed 3040 samples out of 10000, 0 errors
22:50:18,625 INFO Experiment.PerfCost-0454: Processed 3050 samples out of 10000, 0 errors
22:50:29,11 INFO Experiment.PerfCost-0454: Processed 3060 samples out of 10000, 0 errors
22:50:39,389 INFO Experiment.PerfCost-0454: Processed 3070 samples out of 10000, 0 errors
22:50:49,746 INFO Experiment.PerfCost-0454: Processed 3080 samples out of 10000, 0 errors
22:51:00,112 INFO Experiment.PerfCost-0454: Processed 3090 samples out of 10000, 0 errors
22:51:10,449 INFO Experiment.PerfCost-0454: Processed 3100 samples out of 10000, 0 errors
22:51:20,839 INFO Experiment.PerfCost-0454: Processed 3110 samples out of 10000, 0 errors
22:51:31,221 INFO Experiment.PerfCost-0454: Processed 3120 samples out of 10000, 0 errors
22:51:41,585 INFO Experiment.PerfCost-0454: Processed 3130 samples out of 10000, 0 errors
22:51:51,955 INFO Experiment.PerfCost-0454: Processed 3140 samples out of 10000, 0 errors
22:52:02,307 INFO Experiment.PerfCost-0454: Processed 3150 samples out of 10000, 0 errors
22:52:12,643 INFO Experiment.PerfCost-0454: Processed 3160 samples out of 10000, 0 errors
22:52:22,998 INFO Experiment.PerfCost-0454: Processed 3170 samples out of 10000, 0 errors
22:52:33,351 INFO Experiment.PerfCost-0454: Processed 3180 samples out of 10000, 0 errors
22:52:43,733 INFO Experiment.PerfCost-0454: Processed 3190 samples out of 10000, 0 errors
22:52:54,70 INFO Experiment.PerfCost-0454: Processed 3200 samples out of 10000, 0 errors
22:53:04,430 INFO Experiment.PerfCost-0454: Processed 3210 samples out of 10000, 0 errors
22:53:14,790 INFO Experiment.PerfCost-0454: Processed 3220 samples out of 10000, 0 errors
22:53:25,149 INFO Experiment.PerfCost-0454: Processed 3230 samples out of 10000, 0 errors
22:53:35,494 INFO Experiment.PerfCost-0454: Processed 3240 samples out of 10000, 0 errors
22:53:45,880 INFO Experiment.PerfCost-0454: Processed 3250 samples out of 10000, 0 errors
22:53:56,225 INFO Experiment.PerfCost-0454: Processed 3260 samples out of 10000, 0 errors
22:54:06,582 INFO Experiment.PerfCost-0454: Processed 3270 samples out of 10000, 0 errors
22:54:16,987 INFO Experiment.PerfCost-0454: Processed 3280 samples out of 10000, 0 errors
22:54:27,374 INFO Experiment.PerfCost-0454: Processed 3290 samples out of 10000, 0 errors
22:54:37,729 INFO Experiment.PerfCost-0454: Processed 3300 samples out of 10000, 0 errors
22:54:48,74 INFO Experiment.PerfCost-0454: Processed 3310 samples out of 10000, 0 errors
22:54:58,461 INFO Experiment.PerfCost-0454: Processed 3320 samples out of 10000, 0 errors
22:55:08,788 INFO Experiment.PerfCost-0454: Processed 3330 samples out of 10000, 0 errors
22:55:19,123 INFO Experiment.PerfCost-0454: Processed 3340 samples out of 10000, 0 errors
22:55:29,510 INFO Experiment.PerfCost-0454: Processed 3350 samples out of 10000, 0 errors
22:55:39,840 INFO Experiment.PerfCost-0454: Processed 3360 samples out of 10000, 0 errors
22:55:50,194 INFO Experiment.PerfCost-0454: Processed 3370 samples out of 10000, 0 errors
22:56:00,578 INFO Experiment.PerfCost-0454: Processed 3380 samples out of 10000, 0 errors
22:56:10,957 INFO Experiment.PerfCost-0454: Processed 3390 samples out of 10000, 0 errors
22:56:21,313 INFO Experiment.PerfCost-0454: Processed 3400 samples out of 10000, 0 errors
22:56:31,686 INFO Experiment.PerfCost-0454: Processed 3410 samples out of 10000, 0 errors
22:56:42,33 INFO Experiment.PerfCost-0454: Processed 3420 samples out of 10000, 0 errors
22:56:52,382 INFO Experiment.PerfCost-0454: Processed 3430 samples out of 10000, 0 errors
22:57:02,770 INFO Experiment.PerfCost-0454: Processed 3440 samples out of 10000, 0 errors
22:57:13,128 INFO Experiment.PerfCost-0454: Processed 3450 samples out of 10000, 0 errors
22:57:23,456 INFO Experiment.PerfCost-0454: Processed 3460 samples out of 10000, 0 errors
22:57:33,824 INFO Experiment.PerfCost-0454: Processed 3470 samples out of 10000, 0 errors
22:57:44,203 INFO Experiment.PerfCost-0454: Processed 3480 samples out of 10000, 0 errors
22:57:54,568 INFO Experiment.PerfCost-0454: Processed 3490 samples out of 10000, 0 errors
22:58:04,934 INFO Experiment.PerfCost-0454: Processed 3500 samples out of 10000, 0 errors
22:58:15,332 INFO Experiment.PerfCost-0454: Processed 3510 samples out of 10000, 0 errors
22:58:25,704 INFO Experiment.PerfCost-0454: Processed 3520 samples out of 10000, 0 errors
22:58:36,88 INFO Experiment.PerfCost-0454: Processed 3530 samples out of 10000, 0 errors
22:58:46,496 INFO Experiment.PerfCost-0454: Processed 3540 samples out of 10000, 0 errors
22:58:56,867 INFO Experiment.PerfCost-0454: Processed 3550 samples out of 10000, 0 errors
22:59:07,217 INFO Experiment.PerfCost-0454: Processed 3560 samples out of 10000, 0 errors
22:59:17,577 INFO Experiment.PerfCost-0454: Processed 3570 samples out of 10000, 0 errors
22:59:27,923 INFO Experiment.PerfCost-0454: Processed 3580 samples out of 10000, 0 errors
22:59:38,264 INFO Experiment.PerfCost-0454: Processed 3590 samples out of 10000, 0 errors
22:59:48,629 INFO Experiment.PerfCost-0454: Processed 3600 samples out of 10000, 0 errors
22:59:58,963 INFO Experiment.PerfCost-0454: Processed 3610 samples out of 10000, 0 errors
23:00:09,344 INFO Experiment.PerfCost-0454: Processed 3620 samples out of 10000, 0 errors
23:00:19,665 INFO Experiment.PerfCost-0454: Processed 3630 samples out of 10000, 0 errors
23:00:30,25 INFO Experiment.PerfCost-0454: Processed 3640 samples out of 10000, 0 errors
23:00:40,394 INFO Experiment.PerfCost-0454: Processed 3650 samples out of 10000, 0 errors
23:00:50,775 INFO Experiment.PerfCost-0454: Processed 3660 samples out of 10000, 0 errors
23:01:01,147 INFO Experiment.PerfCost-0454: Processed 3670 samples out of 10000, 0 errors
23:01:11,490 INFO Experiment.PerfCost-0454: Processed 3680 samples out of 10000, 0 errors
23:01:21,860 INFO Experiment.PerfCost-0454: Processed 3690 samples out of 10000, 0 errors
23:01:32,213 INFO Experiment.PerfCost-0454: Processed 3700 samples out of 10000, 0 errors
23:01:42,582 INFO Experiment.PerfCost-0454: Processed 3710 samples out of 10000, 0 errors
23:01:52,943 INFO Experiment.PerfCost-0454: Processed 3720 samples out of 10000, 0 errors
23:02:03,298 INFO Experiment.PerfCost-0454: Processed 3730 samples out of 10000, 0 errors
23:02:13,662 INFO Experiment.PerfCost-0454: Processed 3740 samples out of 10000, 0 errors
23:02:24,25 INFO Experiment.PerfCost-0454: Processed 3750 samples out of 10000, 0 errors
23:02:34,404 INFO Experiment.PerfCost-0454: Processed 3760 samples out of 10000, 0 errors
23:02:44,750 INFO Experiment.PerfCost-0454: Processed 3770 samples out of 10000, 0 errors
23:02:55,78 INFO Experiment.PerfCost-0454: Processed 3780 samples out of 10000, 0 errors
23:03:05,412 INFO Experiment.PerfCost-0454: Processed 3790 samples out of 10000, 0 errors
23:03:15,785 INFO Experiment.PerfCost-0454: Processed 3800 samples out of 10000, 0 errors
23:03:26,116 INFO Experiment.PerfCost-0454: Processed 3810 samples out of 10000, 0 errors
23:03:36,488 INFO Experiment.PerfCost-0454: Processed 3820 samples out of 10000, 0 errors
23:03:46,859 INFO Experiment.PerfCost-0454: Processed 3830 samples out of 10000, 0 errors
23:03:57,220 INFO Experiment.PerfCost-0454: Processed 3840 samples out of 10000, 0 errors
23:04:07,568 INFO Experiment.PerfCost-0454: Processed 3850 samples out of 10000, 0 errors
23:04:17,938 INFO Experiment.PerfCost-0454: Processed 3860 samples out of 10000, 0 errors
23:04:28,317 INFO Experiment.PerfCost-0454: Processed 3870 samples out of 10000, 0 errors
23:04:38,667 INFO Experiment.PerfCost-0454: Processed 3880 samples out of 10000, 0 errors
23:04:49,35 INFO Experiment.PerfCost-0454: Processed 3890 samples out of 10000, 0 errors
23:04:59,382 INFO Experiment.PerfCost-0454: Processed 3900 samples out of 10000, 0 errors
23:05:09,771 INFO Experiment.PerfCost-0454: Processed 3910 samples out of 10000, 0 errors
23:05:20,133 INFO Experiment.PerfCost-0454: Processed 3920 samples out of 10000, 0 errors
23:05:30,510 INFO Experiment.PerfCost-0454: Processed 3930 samples out of 10000, 0 errors
23:05:40,875 INFO Experiment.PerfCost-0454: Processed 3940 samples out of 10000, 0 errors
23:05:51,234 INFO Experiment.PerfCost-0454: Processed 3950 samples out of 10000, 0 errors
23:06:01,595 INFO Experiment.PerfCost-0454: Processed 3960 samples out of 10000, 0 errors
23:06:11,955 INFO Experiment.PerfCost-0454: Processed 3970 samples out of 10000, 0 errors
23:06:22,296 INFO Experiment.PerfCost-0454: Processed 3980 samples out of 10000, 0 errors
23:06:32,621 INFO Experiment.PerfCost-0454: Processed 3990 samples out of 10000, 0 errors
23:06:42,987 INFO Experiment.PerfCost-0454: Processed 4000 samples out of 10000, 0 errors
23:06:53,362 INFO Experiment.PerfCost-0454: Processed 4010 samples out of 10000, 0 errors
23:07:03,711 INFO Experiment.PerfCost-0454: Processed 4020 samples out of 10000, 0 errors
23:07:14,54 INFO Experiment.PerfCost-0454: Processed 4030 samples out of 10000, 0 errors
23:07:24,426 INFO Experiment.PerfCost-0454: Processed 4040 samples out of 10000, 0 errors
23:07:34,818 INFO Experiment.PerfCost-0454: Processed 4050 samples out of 10000, 0 errors
23:07:45,160 INFO Experiment.PerfCost-0454: Processed 4060 samples out of 10000, 0 errors
23:07:55,505 INFO Experiment.PerfCost-0454: Processed 4070 samples out of 10000, 0 errors
23:08:05,849 INFO Experiment.PerfCost-0454: Processed 4080 samples out of 10000, 0 errors
23:08:16,205 INFO Experiment.PerfCost-0454: Processed 4090 samples out of 10000, 0 errors
23:08:26,543 INFO Experiment.PerfCost-0454: Processed 4100 samples out of 10000, 0 errors
23:08:36,934 INFO Experiment.PerfCost-0454: Processed 4110 samples out of 10000, 0 errors
23:08:47,342 INFO Experiment.PerfCost-0454: Processed 4120 samples out of 10000, 0 errors
23:08:57,722 INFO Experiment.PerfCost-0454: Processed 4130 samples out of 10000, 0 errors
23:09:08,69 INFO Experiment.PerfCost-0454: Processed 4140 samples out of 10000, 0 errors
23:09:18,423 INFO Experiment.PerfCost-0454: Processed 4150 samples out of 10000, 0 errors
23:09:28,795 INFO Experiment.PerfCost-0454: Processed 4160 samples out of 10000, 0 errors
23:09:39,183 INFO Experiment.PerfCost-0454: Processed 4170 samples out of 10000, 0 errors
23:09:49,544 INFO Experiment.PerfCost-0454: Processed 4180 samples out of 10000, 0 errors
23:09:59,892 INFO Experiment.PerfCost-0454: Processed 4190 samples out of 10000, 0 errors
23:10:10,294 INFO Experiment.PerfCost-0454: Processed 4200 samples out of 10000, 0 errors
23:10:20,650 INFO Experiment.PerfCost-0454: Processed 4210 samples out of 10000, 0 errors
23:10:30,977 INFO Experiment.PerfCost-0454: Processed 4220 samples out of 10000, 0 errors
23:10:41,353 INFO Experiment.PerfCost-0454: Processed 4230 samples out of 10000, 0 errors
23:10:51,723 INFO Experiment.PerfCost-0454: Processed 4240 samples out of 10000, 0 errors
23:11:02,94 INFO Experiment.PerfCost-0454: Processed 4250 samples out of 10000, 0 errors
23:11:12,459 INFO Experiment.PerfCost-0454: Processed 4260 samples out of 10000, 0 errors
23:11:22,834 INFO Experiment.PerfCost-0454: Processed 4270 samples out of 10000, 0 errors
23:11:33,211 INFO Experiment.PerfCost-0454: Processed 4280 samples out of 10000, 0 errors
23:11:43,566 INFO Experiment.PerfCost-0454: Processed 4290 samples out of 10000, 0 errors
23:11:53,913 INFO Experiment.PerfCost-0454: Processed 4300 samples out of 10000, 0 errors
23:12:04,285 INFO Experiment.PerfCost-0454: Processed 4310 samples out of 10000, 0 errors
23:12:14,661 INFO Experiment.PerfCost-0454: Processed 4320 samples out of 10000, 0 errors
23:12:25,29 INFO Experiment.PerfCost-0454: Processed 4330 samples out of 10000, 0 errors
23:12:35,390 INFO Experiment.PerfCost-0454: Processed 4340 samples out of 10000, 0 errors
23:12:45,728 INFO Experiment.PerfCost-0454: Processed 4350 samples out of 10000, 0 errors
23:12:56,103 INFO Experiment.PerfCost-0454: Processed 4360 samples out of 10000, 0 errors
23:13:06,473 INFO Experiment.PerfCost-0454: Processed 4370 samples out of 10000, 0 errors
23:13:16,825 INFO Experiment.PerfCost-0454: Processed 4380 samples out of 10000, 0 errors
23:13:27,160 INFO Experiment.PerfCost-0454: Processed 4390 samples out of 10000, 0 errors
23:13:37,526 INFO Experiment.PerfCost-0454: Processed 4400 samples out of 10000, 0 errors
23:13:47,911 INFO Experiment.PerfCost-0454: Processed 4410 samples out of 10000, 0 errors
23:13:58,270 INFO Experiment.PerfCost-0454: Processed 4420 samples out of 10000, 0 errors
23:14:08,596 INFO Experiment.PerfCost-0454: Processed 4430 samples out of 10000, 0 errors
23:14:18,950 INFO Experiment.PerfCost-0454: Processed 4440 samples out of 10000, 0 errors
23:14:29,322 INFO Experiment.PerfCost-0454: Processed 4450 samples out of 10000, 0 errors
23:14:39,706 INFO Experiment.PerfCost-0454: Processed 4460 samples out of 10000, 0 errors
23:14:50,57 INFO Experiment.PerfCost-0454: Processed 4470 samples out of 10000, 0 errors
23:15:00,431 INFO Experiment.PerfCost-0454: Processed 4480 samples out of 10000, 0 errors
23:15:10,782 INFO Experiment.PerfCost-0454: Processed 4490 samples out of 10000, 0 errors
23:15:21,134 INFO Experiment.PerfCost-0454: Processed 4500 samples out of 10000, 0 errors
23:15:31,490 INFO Experiment.PerfCost-0454: Processed 4510 samples out of 10000, 0 errors
23:15:41,834 INFO Experiment.PerfCost-0454: Processed 4520 samples out of 10000, 0 errors
23:15:52,213 INFO Experiment.PerfCost-0454: Processed 4530 samples out of 10000, 0 errors
23:16:02,590 INFO Experiment.PerfCost-0454: Processed 4540 samples out of 10000, 0 errors
23:16:12,956 INFO Experiment.PerfCost-0454: Processed 4550 samples out of 10000, 0 errors
23:16:23,337 INFO Experiment.PerfCost-0454: Processed 4560 samples out of 10000, 0 errors
23:16:33,711 INFO Experiment.PerfCost-0454: Processed 4570 samples out of 10000, 0 errors
23:16:44,65 INFO Experiment.PerfCost-0454: Processed 4580 samples out of 10000, 0 errors
23:16:54,406 INFO Experiment.PerfCost-0454: Processed 4590 samples out of 10000, 0 errors
23:17:04,789 INFO Experiment.PerfCost-0454: Processed 4600 samples out of 10000, 0 errors
23:17:15,178 INFO Experiment.PerfCost-0454: Processed 4610 samples out of 10000, 0 errors
23:17:25,547 INFO Experiment.PerfCost-0454: Processed 4620 samples out of 10000, 0 errors
23:17:35,895 INFO Experiment.PerfCost-0454: Processed 4630 samples out of 10000, 0 errors
23:17:46,299 INFO Experiment.PerfCost-0454: Processed 4640 samples out of 10000, 0 errors
23:17:56,643 INFO Experiment.PerfCost-0454: Processed 4650 samples out of 10000, 0 errors
23:18:07,17 INFO Experiment.PerfCost-0454: Processed 4660 samples out of 10000, 0 errors
23:18:17,397 INFO Experiment.PerfCost-0454: Processed 4670 samples out of 10000, 0 errors
23:18:27,779 INFO Experiment.PerfCost-0454: Processed 4680 samples out of 10000, 0 errors
23:18:38,146 INFO Experiment.PerfCost-0454: Processed 4690 samples out of 10000, 0 errors
23:18:48,528 INFO Experiment.PerfCost-0454: Processed 4700 samples out of 10000, 0 errors
23:18:58,913 INFO Experiment.PerfCost-0454: Processed 4710 samples out of 10000, 0 errors
23:19:09,270 INFO Experiment.PerfCost-0454: Processed 4720 samples out of 10000, 0 errors
23:19:19,635 INFO Experiment.PerfCost-0454: Processed 4730 samples out of 10000, 0 errors
23:19:30,2 INFO Experiment.PerfCost-0454: Processed 4740 samples out of 10000, 0 errors
23:19:40,363 INFO Experiment.PerfCost-0454: Processed 4750 samples out of 10000, 0 errors
23:19:50,714 INFO Experiment.PerfCost-0454: Processed 4760 samples out of 10000, 0 errors
23:20:01,85 INFO Experiment.PerfCost-0454: Processed 4770 samples out of 10000, 0 errors
23:20:11,450 INFO Experiment.PerfCost-0454: Processed 4780 samples out of 10000, 0 errors
23:20:21,797 INFO Experiment.PerfCost-0454: Processed 4790 samples out of 10000, 0 errors
23:20:32,169 INFO Experiment.PerfCost-0454: Processed 4800 samples out of 10000, 0 errors
23:20:42,551 INFO Experiment.PerfCost-0454: Processed 4810 samples out of 10000, 0 errors
23:20:52,952 INFO Experiment.PerfCost-0454: Processed 4820 samples out of 10000, 0 errors
23:21:03,314 INFO Experiment.PerfCost-0454: Processed 4830 samples out of 10000, 0 errors
23:21:13,670 INFO Experiment.PerfCost-0454: Processed 4840 samples out of 10000, 0 errors
23:21:24,36 INFO Experiment.PerfCost-0454: Processed 4850 samples out of 10000, 0 errors
23:21:34,392 INFO Experiment.PerfCost-0454: Processed 4860 samples out of 10000, 0 errors
23:21:44,774 INFO Experiment.PerfCost-0454: Processed 4870 samples out of 10000, 0 errors
23:21:55,139 INFO Experiment.PerfCost-0454: Processed 4880 samples out of 10000, 0 errors
23:22:05,499 INFO Experiment.PerfCost-0454: Processed 4890 samples out of 10000, 0 errors
23:22:15,846 INFO Experiment.PerfCost-0454: Processed 4900 samples out of 10000, 0 errors
23:22:26,177 INFO Experiment.PerfCost-0454: Processed 4910 samples out of 10000, 0 errors
23:22:36,513 INFO Experiment.PerfCost-0454: Processed 4920 samples out of 10000, 0 errors
23:22:46,906 INFO Experiment.PerfCost-0454: Processed 4930 samples out of 10000, 0 errors
23:22:57,280 INFO Experiment.PerfCost-0454: Processed 4940 samples out of 10000, 0 errors
23:23:07,645 INFO Experiment.PerfCost-0454: Processed 4950 samples out of 10000, 0 errors
23:23:18,3 INFO Experiment.PerfCost-0454: Processed 4960 samples out of 10000, 0 errors
23:23:28,345 INFO Experiment.PerfCost-0454: Processed 4970 samples out of 10000, 0 errors
23:23:38,707 INFO Experiment.PerfCost-0454: Processed 4980 samples out of 10000, 0 errors
23:23:49,67 INFO Experiment.PerfCost-0454: Processed 4990 samples out of 10000, 0 errors
23:23:59,408 INFO Experiment.PerfCost-0454: Processed 5000 samples out of 10000, 0 errors
23:24:09,752 INFO Experiment.PerfCost-0454: Processed 5010 samples out of 10000, 0 errors
23:24:20,81 INFO Experiment.PerfCost-0454: Processed 5020 samples out of 10000, 0 errors
23:24:30,444 INFO Experiment.PerfCost-0454: Processed 5030 samples out of 10000, 0 errors
23:24:40,811 INFO Experiment.PerfCost-0454: Processed 5040 samples out of 10000, 0 errors
23:24:51,152 INFO Experiment.PerfCost-0454: Processed 5050 samples out of 10000, 0 errors
23:25:01,536 INFO Experiment.PerfCost-0454: Processed 5060 samples out of 10000, 0 errors
23:25:11,886 INFO Experiment.PerfCost-0454: Processed 5070 samples out of 10000, 0 errors
23:25:22,272 INFO Experiment.PerfCost-0454: Processed 5080 samples out of 10000, 0 errors
23:25:32,629 INFO Experiment.PerfCost-0454: Processed 5090 samples out of 10000, 0 errors
23:25:43,10 INFO Experiment.PerfCost-0454: Processed 5100 samples out of 10000, 0 errors
23:25:53,377 INFO Experiment.PerfCost-0454: Processed 5110 samples out of 10000, 0 errors
23:26:03,712 INFO Experiment.PerfCost-0454: Processed 5120 samples out of 10000, 0 errors
23:26:14,71 INFO Experiment.PerfCost-0454: Processed 5130 samples out of 10000, 0 errors
23:26:24,425 INFO Experiment.PerfCost-0454: Processed 5140 samples out of 10000, 0 errors
23:26:34,854 INFO Experiment.PerfCost-0454: Processed 5150 samples out of 10000, 0 errors
23:26:45,227 INFO Experiment.PerfCost-0454: Processed 5160 samples out of 10000, 0 errors
23:26:55,589 INFO Experiment.PerfCost-0454: Processed 5170 samples out of 10000, 0 errors
23:27:05,951 INFO Experiment.PerfCost-0454: Processed 5180 samples out of 10000, 0 errors
23:27:16,326 INFO Experiment.PerfCost-0454: Processed 5190 samples out of 10000, 0 errors
23:27:26,684 INFO Experiment.PerfCost-0454: Processed 5200 samples out of 10000, 0 errors
23:27:37,99 INFO Experiment.PerfCost-0454: Processed 5210 samples out of 10000, 0 errors
23:27:47,456 INFO Experiment.PerfCost-0454: Processed 5220 samples out of 10000, 0 errors
23:27:57,824 INFO Experiment.PerfCost-0454: Processed 5230 samples out of 10000, 0 errors
23:28:08,187 INFO Experiment.PerfCost-0454: Processed 5240 samples out of 10000, 0 errors
23:28:18,548 INFO Experiment.PerfCost-0454: Processed 5250 samples out of 10000, 0 errors
23:28:28,933 INFO Experiment.PerfCost-0454: Processed 5260 samples out of 10000, 0 errors
23:28:39,282 INFO Experiment.PerfCost-0454: Processed 5270 samples out of 10000, 0 errors
23:28:49,685 INFO Experiment.PerfCost-0454: Processed 5280 samples out of 10000, 0 errors
23:29:00,61 INFO Experiment.PerfCost-0454: Processed 5290 samples out of 10000, 0 errors
23:29:10,426 INFO Experiment.PerfCost-0454: Processed 5300 samples out of 10000, 0 errors
23:29:20,786 INFO Experiment.PerfCost-0454: Processed 5310 samples out of 10000, 0 errors
23:29:31,155 INFO Experiment.PerfCost-0454: Processed 5320 samples out of 10000, 0 errors
23:29:41,506 INFO Experiment.PerfCost-0454: Processed 5330 samples out of 10000, 0 errors
23:29:51,882 INFO Experiment.PerfCost-0454: Processed 5340 samples out of 10000, 0 errors
23:30:02,224 INFO Experiment.PerfCost-0454: Processed 5350 samples out of 10000, 0 errors
23:30:12,572 INFO Experiment.PerfCost-0454: Processed 5360 samples out of 10000, 0 errors
23:30:22,944 INFO Experiment.PerfCost-0454: Processed 5370 samples out of 10000, 0 errors
23:30:33,344 INFO Experiment.PerfCost-0454: Processed 5380 samples out of 10000, 0 errors
23:30:43,705 INFO Experiment.PerfCost-0454: Processed 5390 samples out of 10000, 0 errors
23:30:54,69 INFO Experiment.PerfCost-0454: Processed 5400 samples out of 10000, 0 errors
23:31:04,425 INFO Experiment.PerfCost-0454: Processed 5410 samples out of 10000, 0 errors
23:31:14,777 INFO Experiment.PerfCost-0454: Processed 5420 samples out of 10000, 0 errors
23:31:25,152 INFO Experiment.PerfCost-0454: Processed 5430 samples out of 10000, 0 errors
23:31:35,514 INFO Experiment.PerfCost-0454: Processed 5440 samples out of 10000, 0 errors
23:31:45,874 INFO Experiment.PerfCost-0454: Processed 5450 samples out of 10000, 0 errors
23:31:56,224 INFO Experiment.PerfCost-0454: Processed 5460 samples out of 10000, 0 errors
23:32:06,588 INFO Experiment.PerfCost-0454: Processed 5470 samples out of 10000, 0 errors
23:32:16,996 INFO Experiment.PerfCost-0454: Processed 5480 samples out of 10000, 0 errors
23:32:27,362 INFO Experiment.PerfCost-0454: Processed 5490 samples out of 10000, 0 errors
23:32:37,720 INFO Experiment.PerfCost-0454: Processed 5500 samples out of 10000, 0 errors
23:32:48,57 INFO Experiment.PerfCost-0454: Processed 5510 samples out of 10000, 0 errors
23:32:58,399 INFO Experiment.PerfCost-0454: Processed 5520 samples out of 10000, 0 errors
23:33:08,786 INFO Experiment.PerfCost-0454: Processed 5530 samples out of 10000, 0 errors
23:33:19,140 INFO Experiment.PerfCost-0454: Processed 5540 samples out of 10000, 0 errors
23:33:29,491 INFO Experiment.PerfCost-0454: Processed 5550 samples out of 10000, 0 errors
23:33:39,868 INFO Experiment.PerfCost-0454: Processed 5560 samples out of 10000, 0 errors
23:33:50,264 INFO Experiment.PerfCost-0454: Processed 5570 samples out of 10000, 0 errors
23:34:00,613 INFO Experiment.PerfCost-0454: Processed 5580 samples out of 10000, 0 errors
23:34:10,958 INFO Experiment.PerfCost-0454: Processed 5590 samples out of 10000, 0 errors
23:34:21,315 INFO Experiment.PerfCost-0454: Processed 5600 samples out of 10000, 0 errors
23:34:31,669 INFO Experiment.PerfCost-0454: Processed 5610 samples out of 10000, 0 errors
23:34:42,77 INFO Experiment.PerfCost-0454: Processed 5620 samples out of 10000, 0 errors
23:34:52,435 INFO Experiment.PerfCost-0454: Processed 5630 samples out of 10000, 0 errors
23:35:02,801 INFO Experiment.PerfCost-0454: Processed 5640 samples out of 10000, 0 errors
23:35:13,168 INFO Experiment.PerfCost-0454: Processed 5650 samples out of 10000, 0 errors
23:35:23,521 INFO Experiment.PerfCost-0454: Processed 5660 samples out of 10000, 0 errors
23:35:33,921 INFO Experiment.PerfCost-0454: Processed 5670 samples out of 10000, 0 errors
23:35:44,277 INFO Experiment.PerfCost-0454: Processed 5680 samples out of 10000, 0 errors
23:35:54,652 INFO Experiment.PerfCost-0454: Processed 5690 samples out of 10000, 0 errors
23:36:05,4 INFO Experiment.PerfCost-0454: Processed 5700 samples out of 10000, 0 errors
23:36:15,352 INFO Experiment.PerfCost-0454: Processed 5710 samples out of 10000, 0 errors
23:36:25,712 INFO Experiment.PerfCost-0454: Processed 5720 samples out of 10000, 0 errors
23:36:36,73 INFO Experiment.PerfCost-0454: Processed 5730 samples out of 10000, 0 errors
23:36:46,422 INFO Experiment.PerfCost-0454: Processed 5740 samples out of 10000, 0 errors
23:36:56,758 INFO Experiment.PerfCost-0454: Processed 5750 samples out of 10000, 0 errors
23:37:07,134 INFO Experiment.PerfCost-0454: Processed 5760 samples out of 10000, 0 errors
23:37:17,494 INFO Experiment.PerfCost-0454: Processed 5770 samples out of 10000, 0 errors
23:37:27,887 INFO Experiment.PerfCost-0454: Processed 5780 samples out of 10000, 0 errors
23:37:38,251 INFO Experiment.PerfCost-0454: Processed 5790 samples out of 10000, 0 errors
