Timestamp,Container,CPU_Percentage
1716406622,micro-benchmark-postgres-1,0.00%
1716406622,telemetry-apm-server-1,17.40%
1716406622,telemetry-kibana-1,0.57%
1716406622,telemetry-otel-collector-1,0.00%
1716406622,telemetry-elasticsearch-1,28.18%
1716406622,suspicious_hugle,0.00%
1716406622,docker_minio_1,0.17%
1716406622,docker_hive_1,2.29%
1716406622,docker_influx_1,0.02%
1716406622,docker_db_1,0.96%
1716406622,registry,0.00%
1716406625,micro-benchmark-tests-1,1.37%
1716406626,micro-benchmark-java-elastic-1,0.40%
1716406626,micro-benchmark-java-otel-1,0.11%
1716406626,micro-benchmark-java-standard-1,0.11%
1716406626,micro-benchmark-go-elastic-1,0.00%
1716406626,micro-benchmark-go-otel-1,0.00%
1716406626,micro-benchmark-go-standard-1,0.00%
1716406626,micro-benchmark-python-elastic-1,0.41%
1716406626,micro-benchmark-python-otel-1,0.70%
1716406626,micro-benchmark-python-standard-1,0.01%
1716406626,micro-benchmark-postgres-1,0.01%
1716406626,telemetry-apm-server-1,8.35%
1716406626,telemetry-kibana-1,1.34%
1716406626,telemetry-otel-collector-1,0.01%
1716406626,telemetry-elasticsearch-1,21.25%
1716406626,suspicious_hugle,0.00%
1716406626,docker_minio_1,0.17%
1716406626,docker_hive_1,0.13%
1716406626,docker_influx_1,0.02%
1716406626,docker_db_1,0.00%
1716406626,registry,0.04%
1716406629,micro-benchmark-tests-1,1.59%
1716406629,micro-benchmark-java-elastic-1,0.40%
1716406629,micro-benchmark-java-otel-1,0.11%
1716406629,micro-benchmark-java-standard-1,0.11%
1716406629,micro-benchmark-go-elastic-1,0.00%
1716406629,micro-benchmark-go-otel-1,0.00%
1716406629,micro-benchmark-go-standard-1,0.00%
1716406629,micro-benchmark-python-elastic-1,0.05%
1716406629,micro-benchmark-python-otel-1,0.74%
1716406629,micro-benchmark-python-standard-1,0.02%
1716406629,micro-benchmark-postgres-1,0.00%
1716406629,telemetry-apm-server-1,0.00%
1716406629,telemetry-kibana-1,2.27%
1716406629,telemetry-otel-collector-1,0.00%
1716406629,telemetry-elasticsearch-1,2.57%
1716406629,suspicious_hugle,0.00%
1716406629,docker_minio_1,0.18%
1716406629,docker_hive_1,0.09%
1716406629,docker_influx_1,0.04%
1716406629,docker_db_1,0.01%
1716406629,registry,0.00%
1716406633,micro-benchmark-tests-1,1.16%
1716406633,micro-benchmark-java-elastic-1,0.47%
1716406633,micro-benchmark-java-otel-1,0.10%
1716406633,micro-benchmark-java-standard-1,0.12%
1716406633,micro-benchmark-go-elastic-1,0.00%
1716406633,micro-benchmark-go-otel-1,0.01%
1716406633,micro-benchmark-go-standard-1,0.00%
1716406633,micro-benchmark-python-elastic-1,0.25%
1716406633,micro-benchmark-python-otel-1,0.77%
1716406633,micro-benchmark-python-standard-1,0.02%
1716406633,micro-benchmark-postgres-1,0.00%
1716406633,telemetry-apm-server-1,0.42%
1716406633,telemetry-kibana-1,2.71%
1716406633,telemetry-otel-collector-1,0.00%
1716406633,telemetry-elasticsearch-1,5.80%
1716406633,suspicious_hugle,0.00%
1716406633,docker_minio_1,0.18%
1716406633,docker_hive_1,0.10%
1716406633,docker_influx_1,0.02%
1716406633,docker_db_1,0.00%
1716406633,registry,0.00%
1716406637,micro-benchmark-tests-1,230.46%
1716406637,micro-benchmark-java-elastic-1,0.36%
1716406637,micro-benchmark-java-otel-1,0.23%
1716406637,micro-benchmark-java-standard-1,55.78%
1716406637,micro-benchmark-go-elastic-1,0.00%
1716406637,micro-benchmark-go-otel-1,0.00%
1716406637,micro-benchmark-go-standard-1,0.00%
1716406637,micro-benchmark-python-elastic-1,0.15%
1716406637,micro-benchmark-python-otel-1,0.83%
1716406637,micro-benchmark-python-standard-1,0.08%
1716406637,micro-benchmark-postgres-1,0.00%
1716406637,telemetry-apm-server-1,0.16%
1716406637,telemetry-kibana-1,1.06%
1716406637,telemetry-otel-collector-1,0.00%
1716406637,telemetry-elasticsearch-1,1.43%
1716406637,suspicious_hugle,0.00%
1716406637,docker_minio_1,0.18%
1716406637,docker_hive_1,0.09%
1716406637,docker_influx_1,0.01%
1716406637,docker_db_1,0.00%
1716406637,registry,0.00%
1716406640,micro-benchmark-tests-1,263.79%
1716406640,micro-benchmark-java-elastic-1,0.35%
1716406640,micro-benchmark-java-otel-1,0.08%
1716406640,micro-benchmark-java-standard-1,74.04%
1716406640,micro-benchmark-go-elastic-1,0.00%
1716406640,micro-benchmark-go-otel-1,0.00%
1716406640,micro-benchmark-go-standard-1,0.00%
1716406640,micro-benchmark-python-elastic-1,0.01%
1716406640,micro-benchmark-python-otel-1,0.64%
1716406640,micro-benchmark-python-standard-1,0.04%
1716406640,micro-benchmark-postgres-1,0.00%
1716406640,telemetry-apm-server-1,0.03%
1716406640,telemetry-kibana-1,0.33%
1716406640,telemetry-otel-collector-1,0.00%
1716406640,telemetry-elasticsearch-1,1.47%
1716406640,suspicious_hugle,0.00%
1716406640,docker_minio_1,0.66%
1716406640,docker_hive_1,0.08%
1716406640,docker_influx_1,0.15%
1716406640,docker_db_1,0.00%
1716406640,registry,0.01%
1716406644,micro-benchmark-tests-1,165.26%
1716406644,micro-benchmark-java-elastic-1,0.30%
1716406644,micro-benchmark-java-otel-1,0.11%
1716406644,micro-benchmark-java-standard-1,75.93%
1716406644,micro-benchmark-go-elastic-1,0.20%
1716406644,micro-benchmark-go-otel-1,0.01%
1716406644,micro-benchmark-go-standard-1,0.00%
1716406644,micro-benchmark-python-elastic-1,0.02%
1716406644,micro-benchmark-python-otel-1,0.69%
1716406644,micro-benchmark-python-standard-1,0.02%
1716406644,micro-benchmark-postgres-1,0.00%
1716406644,telemetry-apm-server-1,0.06%
1716406644,telemetry-kibana-1,2.08%
1716406644,telemetry-otel-collector-1,0.00%
1716406644,telemetry-elasticsearch-1,8.75%
1716406644,suspicious_hugle,0.00%
1716406644,docker_minio_1,0.16%
1716406644,docker_hive_1,0.09%
1716406644,docker_influx_1,0.01%
1716406644,docker_db_1,0.00%
1716406644,registry,0.00%
1716406648,micro-benchmark-tests-1,246.53%
1716406648,micro-benchmark-java-elastic-1,0.31%
1716406648,micro-benchmark-java-otel-1,0.10%
1716406648,micro-benchmark-java-standard-1,67.57%
1716406648,micro-benchmark-go-elastic-1,0.06%
1716406648,micro-benchmark-go-otel-1,0.00%
1716406648,micro-benchmark-go-standard-1,0.00%
1716406648,micro-benchmark-python-elastic-1,0.02%
1716406648,micro-benchmark-python-otel-1,0.65%
1716406648,micro-benchmark-python-standard-1,0.02%
1716406648,micro-benchmark-postgres-1,0.00%
1716406648,telemetry-apm-server-1,0.17%
1716406648,telemetry-kibana-1,3.28%
1716406648,telemetry-otel-collector-1,0.00%
1716406648,telemetry-elasticsearch-1,1.79%
1716406648,suspicious_hugle,0.00%
1716406648,docker_minio_1,0.21%
1716406648,docker_hive_1,0.17%
1716406648,docker_influx_1,0.02%
1716406648,docker_db_1,0.00%
1716406648,registry,0.00%
1716406651,micro-benchmark-tests-1,178.09%
1716406651,micro-benchmark-java-elastic-1,0.32%
1716406651,micro-benchmark-java-otel-1,0.09%
1716406651,micro-benchmark-java-standard-1,77.87%
1716406651,micro-benchmark-go-elastic-1,0.00%
1716406651,micro-benchmark-go-otel-1,0.00%
1716406651,micro-benchmark-go-standard-1,0.00%
1716406651,micro-benchmark-python-elastic-1,0.13%
1716406651,micro-benchmark-python-otel-1,0.76%
1716406651,micro-benchmark-python-standard-1,0.08%
1716406651,micro-benchmark-postgres-1,0.00%
1716406651,telemetry-apm-server-1,0.00%
1716406651,telemetry-kibana-1,0.63%
1716406651,telemetry-otel-collector-1,5.31%
1716406651,telemetry-elasticsearch-1,2.42%
1716406651,suspicious_hugle,0.00%
1716406651,docker_minio_1,0.16%
1716406651,docker_hive_1,0.11%
1716406651,docker_influx_1,0.02%
1716406651,docker_db_1,0.00%
1716406651,registry,0.00%
1716406655,micro-benchmark-tests-1,238.86%
1716406655,micro-benchmark-java-elastic-1,0.27%
1716406655,micro-benchmark-java-otel-1,0.10%
1716406655,micro-benchmark-java-standard-1,73.14%
1716406655,micro-benchmark-go-elastic-1,0.00%
1716406655,micro-benchmark-go-otel-1,0.00%
1716406655,micro-benchmark-go-standard-1,0.00%
1716406655,micro-benchmark-python-elastic-1,0.02%
1716406655,micro-benchmark-python-otel-1,0.64%
1716406655,micro-benchmark-python-standard-1,0.02%
1716406655,micro-benchmark-postgres-1,0.00%
1716406655,telemetry-apm-server-1,0.16%
1716406655,telemetry-kibana-1,0.34%
1716406655,telemetry-otel-collector-1,0.00%
1716406655,telemetry-elasticsearch-1,2.54%
1716406655,suspicious_hugle,0.00%
1716406655,docker_minio_1,0.14%
1716406655,docker_hive_1,2.03%
1716406655,docker_influx_1,0.01%
1716406655,docker_db_1,0.17%
1716406655,registry,0.04%
1716406659,micro-benchmark-tests-1,157.86%
1716406659,micro-benchmark-java-elastic-1,0.28%
1716406659,micro-benchmark-java-otel-1,0.09%
1716406659,micro-benchmark-java-standard-1,63.37%
1716406659,micro-benchmark-go-elastic-1,0.00%
1716406659,micro-benchmark-go-otel-1,0.02%
1716406659,micro-benchmark-go-standard-1,0.00%
1716406659,micro-benchmark-python-elastic-1,0.02%
1716406659,micro-benchmark-python-otel-1,0.64%
1716406659,micro-benchmark-python-standard-1,0.02%
1716406659,micro-benchmark-postgres-1,0.00%
1716406659,telemetry-apm-server-1,2.67%
1716406659,telemetry-kibana-1,5.75%
1716406659,telemetry-otel-collector-1,0.00%
1716406659,telemetry-elasticsearch-1,1.47%
1716406659,suspicious_hugle,0.00%
1716406659,docker_minio_1,0.09%
1716406659,docker_hive_1,0.09%
1716406659,docker_influx_1,0.01%
1716406659,docker_db_1,0.00%
1716406659,registry,0.00%
1716406662,micro-benchmark-tests-1,249.71%
1716406662,micro-benchmark-java-elastic-1,0.42%
1716406662,micro-benchmark-java-otel-1,0.10%
1716406662,micro-benchmark-java-standard-1,75.94%
1716406662,micro-benchmark-go-elastic-1,0.00%
1716406662,micro-benchmark-go-otel-1,0.00%
1716406662,micro-benchmark-go-standard-1,0.00%
1716406662,micro-benchmark-python-elastic-1,0.30%
1716406662,micro-benchmark-python-otel-1,0.61%
1716406662,micro-benchmark-python-standard-1,0.02%
1716406662,micro-benchmark-postgres-1,0.60%
1716406662,telemetry-apm-server-1,0.54%
1716406662,telemetry-kibana-1,1.96%
1716406662,telemetry-otel-collector-1,0.00%
1716406662,telemetry-elasticsearch-1,3.44%
1716406662,suspicious_hugle,0.00%
1716406662,docker_minio_1,0.17%
1716406662,docker_hive_1,0.08%
1716406662,docker_influx_1,0.02%
1716406662,docker_db_1,0.00%
1716406662,registry,0.00%
1716406666,micro-benchmark-tests-1,188.57%
1716406666,micro-benchmark-java-elastic-1,0.33%
1716406666,micro-benchmark-java-otel-1,0.09%
1716406666,micro-benchmark-java-standard-1,74.72%
1716406666,micro-benchmark-go-elastic-1,0.00%
1716406666,micro-benchmark-go-otel-1,0.00%
1716406666,micro-benchmark-go-standard-1,0.00%
1716406666,micro-benchmark-python-elastic-1,0.28%
1716406666,micro-benchmark-python-otel-1,0.62%
1716406666,micro-benchmark-python-standard-1,0.02%
1716406666,micro-benchmark-postgres-1,0.00%
1716406666,telemetry-apm-server-1,3.84%
1716406666,telemetry-kibana-1,0.78%
1716406666,telemetry-otel-collector-1,0.01%
1716406666,telemetry-elasticsearch-1,2.27%
1716406666,suspicious_hugle,0.00%
1716406666,docker_minio_1,0.17%
1716406666,docker_hive_1,0.12%
1716406666,docker_influx_1,0.01%
1716406666,docker_db_1,0.00%
1716406666,registry,0.03%
1716406670,micro-benchmark-tests-1,255.27%
1716406670,micro-benchmark-java-elastic-1,0.33%
1716406670,micro-benchmark-java-otel-1,0.08%
1716406670,micro-benchmark-java-standard-1,72.05%
1716406670,micro-benchmark-go-elastic-1,0.00%
1716406670,micro-benchmark-go-otel-1,0.00%
1716406670,micro-benchmark-go-standard-1,0.00%
1716406670,micro-benchmark-python-elastic-1,0.02%
1716406670,micro-benchmark-python-otel-1,0.69%
1716406670,micro-benchmark-python-standard-1,0.01%
1716406670,micro-benchmark-postgres-1,0.00%
1716406670,telemetry-apm-server-1,0.02%
1716406670,telemetry-kibana-1,0.41%
1716406670,telemetry-otel-collector-1,0.00%
1716406670,telemetry-elasticsearch-1,1.49%
1716406670,suspicious_hugle,0.00%
1716406670,docker_minio_1,0.16%
1716406670,docker_hive_1,0.09%
1716406670,docker_influx_1,0.18%
1716406670,docker_db_1,0.01%
1716406670,registry,0.01%
1716406673,micro-benchmark-tests-1,168.42%
1716406673,micro-benchmark-java-elastic-1,0.47%
1716406673,micro-benchmark-java-otel-1,0.10%
1716406673,micro-benchmark-java-standard-1,74.45%
1716406673,micro-benchmark-go-elastic-1,0.00%
1716406673,micro-benchmark-go-otel-1,0.02%
1716406673,micro-benchmark-go-standard-1,0.00%
1716406673,micro-benchmark-python-elastic-1,0.04%
1716406673,micro-benchmark-python-otel-1,1.00%
1716406673,micro-benchmark-python-standard-1,0.02%
1716406673,micro-benchmark-postgres-1,0.00%
1716406673,telemetry-apm-server-1,0.00%
1716406673,telemetry-kibana-1,0.43%
1716406673,telemetry-otel-collector-1,0.08%
1716406673,telemetry-elasticsearch-1,0.26%
1716406673,suspicious_hugle,0.00%
1716406673,docker_minio_1,0.16%
1716406673,docker_hive_1,0.09%
1716406673,docker_influx_1,0.01%
1716406673,docker_db_1,0.00%
1716406673,registry,0.00%
1716406677,micro-benchmark-tests-1,230.65%
1716406677,micro-benchmark-java-elastic-1,0.34%
1716406677,micro-benchmark-java-otel-1,0.26%
1716406677,micro-benchmark-java-standard-1,72.28%
1716406677,micro-benchmark-go-elastic-1,0.08%
1716406677,micro-benchmark-go-otel-1,0.00%
1716406677,micro-benchmark-go-standard-1,0.02%
1716406677,micro-benchmark-python-elastic-1,0.02%
1716406677,micro-benchmark-python-otel-1,0.66%
1716406677,micro-benchmark-python-standard-1,0.02%
1716406677,micro-benchmark-postgres-1,0.59%
1716406677,telemetry-apm-server-1,0.14%
1716406677,telemetry-kibana-1,3.48%
1716406677,telemetry-otel-collector-1,0.00%
1716406677,telemetry-elasticsearch-1,2.13%
1716406677,suspicious_hugle,0.00%
1716406677,docker_minio_1,0.14%
1716406677,docker_hive_1,0.09%
1716406677,docker_influx_1,0.01%
1716406677,docker_db_1,0.00%
1716406677,registry,0.00%
1716406681,micro-benchmark-tests-1,242.25%
1716406681,micro-benchmark-java-elastic-1,0.34%
1716406681,micro-benchmark-java-otel-1,0.10%
1716406681,micro-benchmark-java-standard-1,73.77%
1716406681,micro-benchmark-go-elastic-1,0.00%
1716406681,micro-benchmark-go-otel-1,0.00%
1716406681,micro-benchmark-go-standard-1,0.00%
1716406681,micro-benchmark-python-elastic-1,0.02%
1716406681,micro-benchmark-python-otel-1,0.67%
1716406681,micro-benchmark-python-standard-1,0.02%
1716406681,micro-benchmark-postgres-1,0.00%
1716406681,telemetry-apm-server-1,0.01%
1716406681,telemetry-kibana-1,3.29%
1716406681,telemetry-otel-collector-1,0.04%
1716406681,telemetry-elasticsearch-1,5.41%
1716406681,suspicious_hugle,0.00%
1716406681,docker_minio_1,0.53%
1716406681,docker_hive_1,0.12%
1716406681,docker_influx_1,0.02%
1716406681,docker_db_1,0.00%
1716406681,registry,0.01%
1716406684,micro-benchmark-tests-1,163.62%
1716406684,micro-benchmark-java-elastic-1,0.29%
1716406684,micro-benchmark-java-otel-1,0.09%
1716406684,micro-benchmark-java-standard-1,76.22%
1716406684,micro-benchmark-go-elastic-1,0.08%
1716406684,micro-benchmark-go-otel-1,0.00%
1716406684,micro-benchmark-go-standard-1,0.00%
1716406684,micro-benchmark-python-elastic-1,0.04%
1716406684,micro-benchmark-python-otel-1,0.71%
1716406684,micro-benchmark-python-standard-1,0.04%
1716406684,micro-benchmark-postgres-1,0.00%
1716406684,telemetry-apm-server-1,0.08%
1716406684,telemetry-kibana-1,0.51%
1716406684,telemetry-otel-collector-1,0.02%
1716406684,telemetry-elasticsearch-1,4.50%
1716406684,suspicious_hugle,0.00%
1716406684,docker_minio_1,0.16%
1716406684,docker_hive_1,0.16%
1716406684,docker_influx_1,0.01%
1716406684,docker_db_1,0.00%
1716406684,registry,0.00%
1716406688,micro-benchmark-tests-1,273.62%
1716406688,micro-benchmark-java-elastic-1,0.31%
1716406688,micro-benchmark-java-otel-1,0.10%
1716406688,micro-benchmark-java-standard-1,65.82%
1716406688,micro-benchmark-go-elastic-1,0.00%
1716406688,micro-benchmark-go-otel-1,0.02%
1716406688,micro-benchmark-go-standard-1,0.00%
1716406688,micro-benchmark-python-elastic-1,0.78%
1716406688,micro-benchmark-python-otel-1,0.66%
1716406688,micro-benchmark-python-standard-1,0.02%
1716406688,micro-benchmark-postgres-1,0.00%
1716406688,telemetry-apm-server-1,0.24%
1716406688,telemetry-kibana-1,0.56%
1716406688,telemetry-otel-collector-1,0.00%
1716406688,telemetry-elasticsearch-1,0.22%
1716406688,suspicious_hugle,0.00%
1716406688,docker_minio_1,0.17%
1716406688,docker_hive_1,0.10%
1716406688,docker_influx_1,0.02%
1716406688,docker_db_1,0.00%
1716406688,registry,0.00%
1716406692,micro-benchmark-tests-1,230.80%
1716406692,micro-benchmark-java-elastic-1,0.38%
1716406692,micro-benchmark-java-otel-1,0.10%
1716406692,micro-benchmark-java-standard-1,73.43%
1716406692,micro-benchmark-go-elastic-1,0.00%
1716406692,micro-benchmark-go-otel-1,0.00%
1716406692,micro-benchmark-go-standard-1,0.00%
1716406692,micro-benchmark-python-elastic-1,0.54%
1716406692,micro-benchmark-python-otel-1,0.68%
1716406692,micro-benchmark-python-standard-1,0.02%
1716406692,micro-benchmark-postgres-1,0.63%
1716406692,telemetry-apm-server-1,0.25%
1716406692,telemetry-kibana-1,0.50%
1716406692,telemetry-otel-collector-1,0.00%
1716406692,telemetry-elasticsearch-1,0.96%
1716406692,suspicious_hugle,0.00%
1716406692,docker_minio_1,0.17%
1716406692,docker_hive_1,0.09%
1716406692,docker_influx_1,0.01%
1716406692,docker_db_1,0.00%
1716406692,registry,0.00%
1716406695,micro-benchmark-tests-1,243.90%
1716406695,micro-benchmark-java-elastic-1,0.34%
1716406695,micro-benchmark-java-otel-1,0.09%
1716406695,micro-benchmark-java-standard-1,69.39%
1716406695,micro-benchmark-go-elastic-1,0.00%
1716406695,micro-benchmark-go-otel-1,0.00%
1716406695,micro-benchmark-go-standard-1,0.00%
1716406695,micro-benchmark-python-elastic-1,0.31%
1716406695,micro-benchmark-python-otel-1,0.64%
1716406695,micro-benchmark-python-standard-1,0.03%
1716406695,micro-benchmark-postgres-1,0.00%
1716406695,telemetry-apm-server-1,0.12%
1716406695,telemetry-kibana-1,0.91%
1716406695,telemetry-otel-collector-1,0.00%
1716406695,telemetry-elasticsearch-1,3.77%
1716406695,suspicious_hugle,0.00%
1716406695,docker_minio_1,0.16%
1716406695,docker_hive_1,0.08%
1716406695,docker_influx_1,0.01%
1716406695,docker_db_1,0.00%
1716406695,registry,0.04%
1716406699,micro-benchmark-tests-1,0.74%
1716406699,micro-benchmark-java-elastic-1,0.38%
1716406699,micro-benchmark-java-otel-1,0.10%
1716406699,micro-benchmark-java-standard-1,0.11%
1716406699,micro-benchmark-go-elastic-1,0.00%
1716406699,micro-benchmark-go-otel-1,0.00%
1716406699,micro-benchmark-go-standard-1,0.00%
1716406699,micro-benchmark-python-elastic-1,0.02%
1716406699,micro-benchmark-python-otel-1,0.71%
1716406699,micro-benchmark-python-standard-1,0.02%
1716406699,micro-benchmark-postgres-1,0.00%
1716406699,telemetry-apm-server-1,0.03%
1716406699,telemetry-kibana-1,5.31%
1716406699,telemetry-otel-collector-1,0.00%
1716406699,telemetry-elasticsearch-1,2.62%
1716406699,suspicious_hugle,0.01%
1716406699,docker_minio_1,0.14%
1716406699,docker_hive_1,0.09%
1716406699,docker_influx_1,0.02%
1716406699,docker_db_1,0.00%
1716406699,registry,0.00%
1716406703,micro-benchmark-tests-1,0.56%
1716406703,micro-benchmark-java-elastic-1,0.40%
1716406703,micro-benchmark-java-otel-1,0.12%
1716406703,micro-benchmark-java-standard-1,0.11%
1716406703,micro-benchmark-go-elastic-1,0.00%
1716406703,micro-benchmark-go-otel-1,0.00%
1716406703,micro-benchmark-go-standard-1,0.00%
1716406703,micro-benchmark-python-elastic-1,0.02%
1716406703,micro-benchmark-python-otel-1,0.71%
1716406703,micro-benchmark-python-standard-1,0.02%
1716406703,micro-benchmark-postgres-1,0.00%
1716406703,telemetry-apm-server-1,0.03%
1716406703,telemetry-kibana-1,0.74%
1716406703,telemetry-otel-collector-1,0.00%
1716406703,telemetry-elasticsearch-1,0.43%
1716406703,suspicious_hugle,0.00%
1716406703,docker_minio_1,15.29%
1716406703,docker_hive_1,0.09%
1716406703,docker_influx_1,0.02%
1716406703,docker_db_1,0.67%
1716406703,registry,0.00%
1716406706,micro-benchmark-tests-1,1.85%
1716406706,micro-benchmark-java-elastic-1,0.39%
1716406706,micro-benchmark-java-otel-1,0.27%
1716406706,micro-benchmark-java-standard-1,0.11%
1716406706,micro-benchmark-go-elastic-1,0.00%
1716406706,micro-benchmark-go-otel-1,0.04%
1716406706,micro-benchmark-go-standard-1,0.00%
1716406706,micro-benchmark-python-elastic-1,0.07%
1716406706,micro-benchmark-python-otel-1,0.73%
1716406706,micro-benchmark-python-standard-1,0.02%
1716406706,micro-benchmark-postgres-1,0.41%
1716406706,telemetry-apm-server-1,4.14%
1716406706,telemetry-kibana-1,0.97%
1716406706,telemetry-otel-collector-1,0.01%
1716406706,telemetry-elasticsearch-1,1.12%
1716406706,suspicious_hugle,0.00%
1716406706,docker_minio_1,0.18%
1716406706,docker_hive_1,1.98%
1716406706,docker_influx_1,0.02%
1716406706,docker_db_1,0.78%
1716406706,registry,0.00%
1716406710,micro-benchmark-tests-1,1.63%
1716406710,micro-benchmark-java-elastic-1,0.39%
1716406710,micro-benchmark-java-otel-1,0.10%
1716406710,micro-benchmark-java-standard-1,0.11%
1716406710,micro-benchmark-go-elastic-1,0.00%
1716406710,micro-benchmark-go-otel-1,0.00%
1716406710,micro-benchmark-go-standard-1,0.00%
1716406710,micro-benchmark-python-elastic-1,0.07%
1716406710,micro-benchmark-python-otel-1,0.73%
1716406710,micro-benchmark-python-standard-1,0.02%
1716406710,micro-benchmark-postgres-1,0.00%
1716406710,telemetry-apm-server-1,0.00%
1716406710,telemetry-kibana-1,2.19%
1716406710,telemetry-otel-collector-1,0.00%
1716406710,telemetry-elasticsearch-1,4.93%
1716406710,suspicious_hugle,0.00%
1716406710,docker_minio_1,0.31%
1716406710,docker_hive_1,0.09%
1716406710,docker_influx_1,0.12%
1716406710,docker_db_1,0.01%
1716406710,registry,0.01%
1716406714,micro-benchmark-tests-1,223.80%
1716406714,micro-benchmark-java-elastic-1,1.14%
1716406714,micro-benchmark-java-otel-1,69.06%
1716406714,micro-benchmark-java-standard-1,0.10%
1716406714,micro-benchmark-go-elastic-1,0.04%
1716406714,micro-benchmark-go-otel-1,0.27%
1716406714,micro-benchmark-go-standard-1,0.02%
1716406714,micro-benchmark-python-elastic-1,0.02%
1716406714,micro-benchmark-python-otel-1,0.73%
1716406714,micro-benchmark-python-standard-1,0.02%
1716406714,micro-benchmark-postgres-1,0.00%
1716406714,telemetry-apm-server-1,31.36%
1716406714,telemetry-kibana-1,1.26%
1716406714,telemetry-otel-collector-1,9.73%
1716406714,telemetry-elasticsearch-1,85.18%
1716406714,suspicious_hugle,0.00%
1716406714,docker_minio_1,0.16%
1716406714,docker_hive_1,0.07%
1716406714,docker_influx_1,0.01%
1716406714,docker_db_1,0.00%
1716406714,registry,0.00%
1716406717,micro-benchmark-tests-1,121.14%
1716406717,micro-benchmark-java-elastic-1,0.24%
1716406717,micro-benchmark-java-otel-1,72.26%
1716406717,micro-benchmark-java-standard-1,0.09%
1716406717,micro-benchmark-go-elastic-1,0.00%
1716406717,micro-benchmark-go-otel-1,0.00%
1716406717,micro-benchmark-go-standard-1,0.00%
1716406717,micro-benchmark-python-elastic-1,0.89%
1716406717,micro-benchmark-python-otel-1,0.59%
1716406717,micro-benchmark-python-standard-1,0.02%
1716406717,micro-benchmark-postgres-1,0.01%
1716406717,telemetry-apm-server-1,60.52%
1716406717,telemetry-kibana-1,2.14%
1716406717,telemetry-otel-collector-1,14.43%
1716406717,telemetry-elasticsearch-1,81.97%
1716406717,suspicious_hugle,0.00%
1716406717,docker_minio_1,10.60%
1716406717,docker_hive_1,0.17%
1716406717,docker_influx_1,0.03%
1716406717,docker_db_1,0.00%
1716406717,registry,0.00%
1716406721,micro-benchmark-tests-1,164.48%
1716406721,micro-benchmark-java-elastic-1,0.35%
1716406721,micro-benchmark-java-otel-1,69.04%
1716406721,micro-benchmark-java-standard-1,0.09%
1716406721,micro-benchmark-go-elastic-1,0.00%
1716406721,micro-benchmark-go-otel-1,0.00%
1716406721,micro-benchmark-go-standard-1,0.00%
1716406721,micro-benchmark-python-elastic-1,0.17%
1716406721,micro-benchmark-python-otel-1,0.54%
1716406721,micro-benchmark-python-standard-1,0.01%
1716406721,micro-benchmark-postgres-1,0.00%
1716406721,telemetry-apm-server-1,29.01%
1716406721,telemetry-kibana-1,1.86%
1716406721,telemetry-otel-collector-1,5.56%
1716406721,telemetry-elasticsearch-1,101.53%
1716406721,suspicious_hugle,0.00%
1716406721,docker_minio_1,7.35%
1716406721,docker_hive_1,0.27%
1716406721,docker_influx_1,0.01%
1716406721,docker_db_1,0.07%
1716406721,registry,0.00%
1716406725,micro-benchmark-tests-1,173.21%
1716406725,micro-benchmark-java-elastic-1,0.27%
1716406725,micro-benchmark-java-otel-1,66.90%
1716406725,micro-benchmark-java-standard-1,0.10%
1716406725,micro-benchmark-go-elastic-1,0.00%
1716406725,micro-benchmark-go-otel-1,0.00%
1716406725,micro-benchmark-go-standard-1,0.00%
1716406725,micro-benchmark-python-elastic-1,0.02%
1716406725,micro-benchmark-python-otel-1,0.61%
1716406725,micro-benchmark-python-standard-1,0.01%
1716406725,micro-benchmark-postgres-1,0.00%
1716406725,telemetry-apm-server-1,61.76%
1716406725,telemetry-kibana-1,0.35%
1716406725,telemetry-otel-collector-1,7.71%
1716406725,telemetry-elasticsearch-1,85.59%
1716406725,suspicious_hugle,0.00%
1716406725,docker_minio_1,5.91%
1716406725,docker_hive_1,0.06%
1716406725,docker_influx_1,0.01%
1716406725,docker_db_1,0.00%
1716406725,registry,0.03%
1716406728,micro-benchmark-tests-1,160.58%
1716406728,micro-benchmark-java-elastic-1,0.21%
1716406728,micro-benchmark-java-otel-1,66.98%
1716406728,micro-benchmark-java-standard-1,0.09%
1716406728,micro-benchmark-go-elastic-1,0.00%
1716406728,micro-benchmark-go-otel-1,0.01%
1716406728,micro-benchmark-go-standard-1,0.00%
1716406728,micro-benchmark-python-elastic-1,0.02%
1716406728,micro-benchmark-python-otel-1,0.60%
1716406728,micro-benchmark-python-standard-1,0.03%
1716406728,micro-benchmark-postgres-1,0.00%
1716406728,telemetry-apm-server-1,32.87%
1716406728,telemetry-kibana-1,2.14%
1716406728,telemetry-otel-collector-1,6.51%
1716406728,telemetry-elasticsearch-1,84.57%
1716406728,suspicious_hugle,0.00%
1716406728,docker_minio_1,5.94%
1716406728,docker_hive_1,0.06%
1716406728,docker_influx_1,1.76%
1716406728,docker_db_1,0.00%
1716406728,registry,0.00%
1716406732,micro-benchmark-tests-1,109.29%
1716406732,micro-benchmark-java-elastic-1,0.37%
1716406732,micro-benchmark-java-otel-1,71.35%
1716406732,micro-benchmark-java-standard-1,0.17%
1716406732,micro-benchmark-go-elastic-1,0.00%
1716406732,micro-benchmark-go-otel-1,0.00%
1716406732,micro-benchmark-go-standard-1,0.00%
