08:49:43,838 INFO SeBS-250d: Created experiment output at /home/anou/msc-thesis/task-based-experiment/experiment-results/python/non-instrumented/310.compression
08:49:44,161 INFO OpenWhisk.Resources-688c: Using user-provided configuration of storage for OpenWhisk.
08:49:44,161 INFO OpenWhisk-9b91: Using existing resource name: fd5e1ae0.
08:49:44,271 INFO Benchmark-d0bb: Using cached benchmark 310.compression at /home/anou/msc-thesis/task-based-experiment/cache/310.compression/openwhisk/python/3.7/310.compression.zip
08:49:44,271 INFO OpenWhisk-9b91: Using cached function 310.compression-python-3.7 in /home/anou/msc-thesis/task-based-experiment/cache/310.compression/openwhisk/python/3.7/310.compression.zip
08:49:44,290 INFO OpenWhisk-9b91: Cached function 310.compression-python-3.7 is up to date.
08:49:44,755 INFO Experiment.PerfCost-8164: Begin experiment on memory size 256
08:49:44,756 INFO OpenWhisk-9b91: Update an existing OpenWhisk action 310.compression-python-3.7.
08:49:45,16 INFO Experiment.PerfCost-8164: Begin warm experiments
09:50:33,218 INFO Experiment.PerfCost-8164: Processed 2840 samples out of 10000, 0 errors
09:50:46,101 INFO Experiment.PerfCost-8164: Processed 2850 samples out of 10000, 0 errors
09:50:58,925 INFO Experiment.PerfCost-8164: Processed 2860 samples out of 10000, 0 errors
09:51:11,711 INFO Experiment.PerfCost-8164: Processed 2870 samples out of 10000, 0 errors
09:51:24,561 INFO Experiment.PerfCost-8164: Processed 2880 samples out of 10000, 0 errors
09:51:37,373 INFO Experiment.PerfCost-8164: Processed 2890 samples out of 10000, 0 errors
09:51:50,182 INFO Experiment.PerfCost-8164: Processed 2900 samples out of 10000, 0 errors
09:52:03,47 INFO Experiment.PerfCost-8164: Processed 2910 samples out of 10000, 0 errors
09:52:15,951 INFO Experiment.PerfCost-8164: Processed 2920 samples out of 10000, 0 errors
09:52:28,703 INFO Experiment.PerfCost-8164: Processed 2930 samples out of 10000, 0 errors
09:52:41,518 INFO Experiment.PerfCost-8164: Processed 2940 samples out of 10000, 0 errors
09:52:54,389 INFO Experiment.PerfCost-8164: Processed 2950 samples out of 10000, 0 errors
09:53:07,166 INFO Experiment.PerfCost-8164: Processed 2960 samples out of 10000, 0 errors
09:53:19,883 INFO Experiment.PerfCost-8164: Processed 2970 samples out of 10000, 0 errors
09:53:32,820 INFO Experiment.PerfCost-8164: Processed 2980 samples out of 10000, 0 errors
09:53:45,621 INFO Experiment.PerfCost-8164: Processed 2990 samples out of 10000, 0 errors
09:53:58,501 INFO Experiment.PerfCost-8164: Processed 3000 samples out of 10000, 0 errors
09:54:11,308 INFO Experiment.PerfCost-8164: Processed 3010 samples out of 10000, 0 errors
09:54:24,138 INFO Experiment.PerfCost-8164: Processed 3020 samples out of 10000, 0 errors
09:54:37,74 INFO Experiment.PerfCost-8164: Processed 3030 samples out of 10000, 0 errors
09:54:49,884 INFO Experiment.PerfCost-8164: Processed 3040 samples out of 10000, 0 errors
09:55:02,809 INFO Experiment.PerfCost-8164: Processed 3050 samples out of 10000, 0 errors
09:55:15,505 INFO Experiment.PerfCost-8164: Processed 3060 samples out of 10000, 0 errors
09:55:28,295 INFO Experiment.PerfCost-8164: Processed 3070 samples out of 10000, 0 errors
09:55:41,219 INFO Experiment.PerfCost-8164: Processed 3080 samples out of 10000, 0 errors
09:55:54,60 INFO Experiment.PerfCost-8164: Processed 3090 samples out of 10000, 0 errors
09:56:06,849 INFO Experiment.PerfCost-8164: Processed 3100 samples out of 10000, 0 errors
09:56:19,663 INFO Experiment.PerfCost-8164: Processed 3110 samples out of 10000, 0 errors
09:56:32,433 INFO Experiment.PerfCost-8164: Processed 3120 samples out of 10000, 0 errors
09:56:45,228 INFO Experiment.PerfCost-8164: Processed 3130 samples out of 10000, 0 errors
09:56:58,139 INFO Experiment.PerfCost-8164: Processed 3140 samples out of 10000, 0 errors
09:57:10,928 INFO Experiment.PerfCost-8164: Processed 3150 samples out of 10000, 0 errors
09:57:23,719 INFO Experiment.PerfCost-8164: Processed 3160 samples out of 10000, 0 errors
09:57:36,663 INFO Experiment.PerfCost-8164: Processed 3170 samples out of 10000, 0 errors
09:57:49,518 INFO Experiment.PerfCost-8164: Processed 3180 samples out of 10000, 0 errors
09:58:02,460 INFO Experiment.PerfCost-8164: Processed 3190 samples out of 10000, 0 errors
09:58:15,265 INFO Experiment.PerfCost-8164: Processed 3200 samples out of 10000, 0 errors
09:58:28,152 INFO Experiment.PerfCost-8164: Processed 3210 samples out of 10000, 0 errors
09:58:40,904 INFO Experiment.PerfCost-8164: Processed 3220 samples out of 10000, 0 errors
09:58:53,728 INFO Experiment.PerfCost-8164: Processed 3230 samples out of 10000, 0 errors
09:59:06,667 INFO Experiment.PerfCost-8164: Processed 3240 samples out of 10000, 0 errors
09:59:19,430 INFO Experiment.PerfCost-8164: Processed 3250 samples out of 10000, 0 errors
09:59:32,213 INFO Experiment.PerfCost-8164: Processed 3260 samples out of 10000, 0 errors
09:59:45,143 INFO Experiment.PerfCost-8164: Processed 3270 samples out of 10000, 0 errors
09:59:57,954 INFO Experiment.PerfCost-8164: Processed 3280 samples out of 10000, 0 errors
10:00:10,816 INFO Experiment.PerfCost-8164: Processed 3290 samples out of 10000, 0 errors
10:00:23,778 INFO Experiment.PerfCost-8164: Processed 3300 samples out of 10000, 0 errors
10:00:36,556 INFO Experiment.PerfCost-8164: Processed 3310 samples out of 10000, 0 errors
10:00:49,434 INFO Experiment.PerfCost-8164: Processed 3320 samples out of 10000, 0 errors
10:01:02,372 INFO Experiment.PerfCost-8164: Processed 3330 samples out of 10000, 0 errors
10:01:15,113 INFO Experiment.PerfCost-8164: Processed 3340 samples out of 10000, 0 errors
10:01:27,933 INFO Experiment.PerfCost-8164: Processed 3350 samples out of 10000, 0 errors
10:01:40,836 INFO Experiment.PerfCost-8164: Processed 3360 samples out of 10000, 0 errors
10:01:53,658 INFO Experiment.PerfCost-8164: Processed 3370 samples out of 10000, 0 errors
10:02:06,607 INFO Experiment.PerfCost-8164: Processed 3380 samples out of 10000, 0 errors
10:02:19,358 INFO Experiment.PerfCost-8164: Processed 3390 samples out of 10000, 0 errors
10:02:32,244 INFO Experiment.PerfCost-8164: Processed 3400 samples out of 10000, 0 errors
10:02:45,5 INFO Experiment.PerfCost-8164: Processed 3410 samples out of 10000, 0 errors
10:02:57,868 INFO Experiment.PerfCost-8164: Processed 3420 samples out of 10000, 0 errors
10:03:10,707 INFO Experiment.PerfCost-8164: Processed 3430 samples out of 10000, 0 errors
10:03:23,506 INFO Experiment.PerfCost-8164: Processed 3440 samples out of 10000, 0 errors
10:03:36,461 INFO Experiment.PerfCost-8164: Processed 3450 samples out of 10000, 0 errors
10:03:49,247 INFO Experiment.PerfCost-8164: Processed 3460 samples out of 10000, 0 errors
10:04:02,81 INFO Experiment.PerfCost-8164: Processed 3470 samples out of 10000, 0 errors
10:04:14,889 INFO Experiment.PerfCost-8164: Processed 3480 samples out of 10000, 0 errors
10:04:27,704 INFO Experiment.PerfCost-8164: Processed 3490 samples out of 10000, 0 errors
10:04:40,592 INFO Experiment.PerfCost-8164: Processed 3500 samples out of 10000, 0 errors
10:04:53,478 INFO Experiment.PerfCost-8164: Processed 3510 samples out of 10000, 0 errors
10:05:06,358 INFO Experiment.PerfCost-8164: Processed 3520 samples out of 10000, 0 errors
10:05:19,328 INFO Experiment.PerfCost-8164: Processed 3530 samples out of 10000, 0 errors
10:05:32,100 INFO Experiment.PerfCost-8164: Processed 3540 samples out of 10000, 0 errors
10:05:45,0 INFO Experiment.PerfCost-8164: Processed 3550 samples out of 10000, 0 errors
10:05:57,855 INFO Experiment.PerfCost-8164: Processed 3560 samples out of 10000, 0 errors
10:06:10,642 INFO Experiment.PerfCost-8164: Processed 3570 samples out of 10000, 0 errors
10:06:23,437 INFO Experiment.PerfCost-8164: Processed 3580 samples out of 10000, 0 errors
10:06:36,397 INFO Experiment.PerfCost-8164: Processed 3590 samples out of 10000, 0 errors
10:06:49,177 INFO Experiment.PerfCost-8164: Processed 3600 samples out of 10000, 0 errors
10:07:02,151 INFO Experiment.PerfCost-8164: Processed 3610 samples out of 10000, 0 errors
10:07:14,914 INFO Experiment.PerfCost-8164: Processed 3620 samples out of 10000, 0 errors
10:07:27,714 INFO Experiment.PerfCost-8164: Processed 3630 samples out of 10000, 0 errors
10:07:40,440 INFO Experiment.PerfCost-8164: Processed 3640 samples out of 10000, 0 errors
10:07:53,226 INFO Experiment.PerfCost-8164: Processed 3650 samples out of 10000, 0 errors
10:08:06,144 INFO Experiment.PerfCost-8164: Processed 3660 samples out of 10000, 0 errors
10:08:18,888 INFO Experiment.PerfCost-8164: Processed 3670 samples out of 10000, 0 errors
10:08:31,774 INFO Experiment.PerfCost-8164: Processed 3680 samples out of 10000, 0 errors
10:08:44,757 INFO Experiment.PerfCost-8164: Processed 3690 samples out of 10000, 0 errors
10:08:57,573 INFO Experiment.PerfCost-8164: Processed 3700 samples out of 10000, 0 errors
10:09:10,456 INFO Experiment.PerfCost-8164: Processed 3710 samples out of 10000, 0 errors
10:09:23,271 INFO Experiment.PerfCost-8164: Processed 3720 samples out of 10000, 0 errors
10:09:36,141 INFO Experiment.PerfCost-8164: Processed 3730 samples out of 10000, 0 errors
10:09:48,898 INFO Experiment.PerfCost-8164: Processed 3740 samples out of 10000, 0 errors
10:10:01,734 INFO Experiment.PerfCost-8164: Processed 3750 samples out of 10000, 0 errors
10:10:14,673 INFO Experiment.PerfCost-8164: Processed 3760 samples out of 10000, 0 errors
10:10:27,502 INFO Experiment.PerfCost-8164: Processed 3770 samples out of 10000, 0 errors
10:10:40,341 INFO Experiment.PerfCost-8164: Processed 3780 samples out of 10000, 0 errors
10:10:53,72 INFO Experiment.PerfCost-8164: Processed 3790 samples out of 10000, 0 errors
10:11:05,896 INFO Experiment.PerfCost-8164: Processed 3800 samples out of 10000, 0 errors
10:11:18,899 INFO Experiment.PerfCost-8164: Processed 3810 samples out of 10000, 0 errors
10:11:31,689 INFO Experiment.PerfCost-8164: Processed 3820 samples out of 10000, 0 errors
10:11:44,562 INFO Experiment.PerfCost-8164: Processed 3830 samples out of 10000, 0 errors
10:11:57,390 INFO Experiment.PerfCost-8164: Processed 3840 samples out of 10000, 0 errors
10:12:10,381 INFO Experiment.PerfCost-8164: Processed 3850 samples out of 10000, 0 errors
10:12:23,201 INFO Experiment.PerfCost-8164: Processed 3860 samples out of 10000, 0 errors
10:12:36,155 INFO Experiment.PerfCost-8164: Processed 3870 samples out of 10000, 0 errors
10:12:48,910 INFO Experiment.PerfCost-8164: Processed 3880 samples out of 10000, 0 errors
10:13:01,788 INFO Experiment.PerfCost-8164: Processed 3890 samples out of 10000, 0 errors
10:13:14,592 INFO Experiment.PerfCost-8164: Processed 3900 samples out of 10000, 0 errors
10:13:27,383 INFO Experiment.PerfCost-8164: Processed 3910 samples out of 10000, 0 errors
10:13:40,261 INFO Experiment.PerfCost-8164: Processed 3920 samples out of 10000, 0 errors
10:13:53,55 INFO Experiment.PerfCost-8164: Processed 3930 samples out of 10000, 0 errors
10:14:05,883 INFO Experiment.PerfCost-8164: Processed 3940 samples out of 10000, 0 errors
10:14:18,633 INFO Experiment.PerfCost-8164: Processed 3950 samples out of 10000, 0 errors
10:14:31,521 INFO Experiment.PerfCost-8164: Processed 3960 samples out of 10000, 0 errors
10:14:44,282 INFO Experiment.PerfCost-8164: Processed 3970 samples out of 10000, 0 errors
10:14:57,151 INFO Experiment.PerfCost-8164: Processed 3980 samples out of 10000, 0 errors
10:15:09,948 INFO Experiment.PerfCost-8164: Processed 3990 samples out of 10000, 0 errors
10:15:22,875 INFO Experiment.PerfCost-8164: Processed 4000 samples out of 10000, 0 errors
10:15:35,620 INFO Experiment.PerfCost-8164: Processed 4010 samples out of 10000, 0 errors
10:15:48,501 INFO Experiment.PerfCost-8164: Processed 4020 samples out of 10000, 0 errors
10:16:01,307 INFO Experiment.PerfCost-8164: Processed 4030 samples out of 10000, 0 errors
10:16:14,140 INFO Experiment.PerfCost-8164: Processed 4040 samples out of 10000, 0 errors
10:16:26,986 INFO Experiment.PerfCost-8164: Processed 4050 samples out of 10000, 0 errors
10:16:39,805 INFO Experiment.PerfCost-8164: Processed 4060 samples out of 10000, 0 errors
10:16:52,839 INFO Experiment.PerfCost-8164: Processed 4070 samples out of 10000, 0 errors
10:17:05,620 INFO Experiment.PerfCost-8164: Processed 4080 samples out of 10000, 0 errors
10:17:18,382 INFO Experiment.PerfCost-8164: Processed 4090 samples out of 10000, 0 errors
10:17:31,180 INFO Experiment.PerfCost-8164: Processed 4100 samples out of 10000, 0 errors
10:17:44,29 INFO Experiment.PerfCost-8164: Processed 4110 samples out of 10000, 0 errors
10:17:56,969 INFO Experiment.PerfCost-8164: Processed 4120 samples out of 10000, 0 errors
10:18:09,713 INFO Experiment.PerfCost-8164: Processed 4130 samples out of 10000, 0 errors
10:18:22,542 INFO Experiment.PerfCost-8164: Processed 4140 samples out of 10000, 0 errors
10:18:35,497 INFO Experiment.PerfCost-8164: Processed 4150 samples out of 10000, 0 errors
10:18:48,324 INFO Experiment.PerfCost-8164: Processed 4160 samples out of 10000, 0 errors
10:19:01,152 INFO Experiment.PerfCost-8164: Processed 4170 samples out of 10000, 0 errors
10:19:13,977 INFO Experiment.PerfCost-8164: Processed 4180 samples out of 10000, 0 errors
10:19:26,809 INFO Experiment.PerfCost-8164: Processed 4190 samples out of 10000, 0 errors
10:19:39,670 INFO Experiment.PerfCost-8164: Processed 4200 samples out of 10000, 0 errors
10:19:52,625 INFO Experiment.PerfCost-8164: Processed 4210 samples out of 10000, 0 errors
10:20:05,463 INFO Experiment.PerfCost-8164: Processed 4220 samples out of 10000, 0 errors
10:20:18,343 INFO Experiment.PerfCost-8164: Processed 4230 samples out of 10000, 0 errors
10:20:31,103 INFO Experiment.PerfCost-8164: Processed 4240 samples out of 10000, 0 errors
10:20:44,8 INFO Experiment.PerfCost-8164: Processed 4250 samples out of 10000, 0 errors
10:20:56,872 INFO Experiment.PerfCost-8164: Processed 4260 samples out of 10000, 0 errors
10:21:09,625 INFO Experiment.PerfCost-8164: Processed 4270 samples out of 10000, 0 errors
10:21:22,590 INFO Experiment.PerfCost-8164: Processed 4280 samples out of 10000, 0 errors
10:21:35,384 INFO Experiment.PerfCost-8164: Processed 4290 samples out of 10000, 0 errors
10:21:48,313 INFO Experiment.PerfCost-8164: Processed 4300 samples out of 10000, 0 errors
10:22:01,104 INFO Experiment.PerfCost-8164: Processed 4310 samples out of 10000, 0 errors
10:22:13,995 INFO Experiment.PerfCost-8164: Processed 4320 samples out of 10000, 0 errors
10:22:26,898 INFO Experiment.PerfCost-8164: Processed 4330 samples out of 10000, 0 errors
10:22:39,732 INFO Experiment.PerfCost-8164: Processed 4340 samples out of 10000, 0 errors
10:22:52,526 INFO Experiment.PerfCost-8164: Processed 4350 samples out of 10000, 0 errors
10:23:05,461 INFO Experiment.PerfCost-8164: Processed 4360 samples out of 10000, 0 errors
10:23:18,269 INFO Experiment.PerfCost-8164: Processed 4370 samples out of 10000, 0 errors
10:23:31,140 INFO Experiment.PerfCost-8164: Processed 4380 samples out of 10000, 0 errors
10:23:43,975 INFO Experiment.PerfCost-8164: Processed 4390 samples out of 10000, 0 errors
10:23:56,827 INFO Experiment.PerfCost-8164: Processed 4400 samples out of 10000, 0 errors
10:24:09,571 INFO Experiment.PerfCost-8164: Processed 4410 samples out of 10000, 0 errors
10:24:22,503 INFO Experiment.PerfCost-8164: Processed 4420 samples out of 10000, 0 errors
10:24:35,313 INFO Experiment.PerfCost-8164: Processed 4430 samples out of 10000, 0 errors
10:24:48,110 INFO Experiment.PerfCost-8164: Processed 4440 samples out of 10000, 0 errors
10:25:00,956 INFO Experiment.PerfCost-8164: Processed 4450 samples out of 10000, 0 errors
10:25:13,880 INFO Experiment.PerfCost-8164: Processed 4460 samples out of 10000, 0 errors
10:25:26,719 INFO Experiment.PerfCost-8164: Processed 4470 samples out of 10000, 0 errors
10:25:39,488 INFO Experiment.PerfCost-8164: Processed 4480 samples out of 10000, 0 errors
10:25:52,424 INFO Experiment.PerfCost-8164: Processed 4490 samples out of 10000, 0 errors
10:26:05,252 INFO Experiment.PerfCost-8164: Processed 4500 samples out of 10000, 0 errors
10:26:18,198 INFO Experiment.PerfCost-8164: Processed 4510 samples out of 10000, 0 errors
10:26:30,966 INFO Experiment.PerfCost-8164: Processed 4520 samples out of 10000, 0 errors
10:26:43,837 INFO Experiment.PerfCost-8164: Processed 4530 samples out of 10000, 0 errors
10:26:56,760 INFO Experiment.PerfCost-8164: Processed 4540 samples out of 10000, 0 errors
10:27:09,548 INFO Experiment.PerfCost-8164: Processed 4550 samples out of 10000, 0 errors
10:27:22,512 INFO Experiment.PerfCost-8164: Processed 4560 samples out of 10000, 0 errors
10:27:35,371 INFO Experiment.PerfCost-8164: Processed 4570 samples out of 10000, 0 errors
10:27:48,300 INFO Experiment.PerfCost-8164: Processed 4580 samples out of 10000, 0 errors
10:28:01,122 INFO Experiment.PerfCost-8164: Processed 4590 samples out of 10000, 0 errors
10:28:13,955 INFO Experiment.PerfCost-8164: Processed 4600 samples out of 10000, 0 errors
10:28:26,881 INFO Experiment.PerfCost-8164: Processed 4610 samples out of 10000, 0 errors
10:28:39,719 INFO Experiment.PerfCost-8164: Processed 4620 samples out of 10000, 0 errors
10:28:52,624 INFO Experiment.PerfCost-8164: Processed 4630 samples out of 10000, 0 errors
10:29:05,568 INFO Experiment.PerfCost-8164: Processed 4640 samples out of 10000, 0 errors
10:29:18,540 INFO Experiment.PerfCost-8164: Processed 4650 samples out of 10000, 0 errors
10:29:31,338 INFO Experiment.PerfCost-8164: Processed 4660 samples out of 10000, 0 errors
10:29:44,257 INFO Experiment.PerfCost-8164: Processed 4670 samples out of 10000, 0 errors
10:29:57,87 INFO Experiment.PerfCost-8164: Processed 4680 samples out of 10000, 0 errors
10:30:09,840 INFO Experiment.PerfCost-8164: Processed 4690 samples out of 10000, 0 errors
10:30:22,730 INFO Experiment.PerfCost-8164: Processed 4700 samples out of 10000, 0 errors
10:30:35,557 INFO Experiment.PerfCost-8164: Processed 4710 samples out of 10000, 0 errors
10:30:48,455 INFO Experiment.PerfCost-8164: Processed 4720 samples out of 10000, 0 errors
10:31:01,167 INFO Experiment.PerfCost-8164: Processed 4730 samples out of 10000, 0 errors
10:31:14,58 INFO Experiment.PerfCost-8164: Processed 4740 samples out of 10000, 0 errors
10:31:26,911 INFO Experiment.PerfCost-8164: Processed 4750 samples out of 10000, 0 errors
10:31:39,803 INFO Experiment.PerfCost-8164: Processed 4760 samples out of 10000, 0 errors
10:31:52,664 INFO Experiment.PerfCost-8164: Processed 4770 samples out of 10000, 0 errors
10:32:05,491 INFO Experiment.PerfCost-8164: Processed 4780 samples out of 10000, 0 errors
10:32:18,407 INFO Experiment.PerfCost-8164: Processed 4790 samples out of 10000, 0 errors
10:32:31,282 INFO Experiment.PerfCost-8164: Processed 4800 samples out of 10000, 0 errors
10:32:44,203 INFO Experiment.PerfCost-8164: Processed 4810 samples out of 10000, 0 errors
10:32:57,24 INFO Experiment.PerfCost-8164: Processed 4820 samples out of 10000, 0 errors
10:33:09,957 INFO Experiment.PerfCost-8164: Processed 4830 samples out of 10000, 0 errors
10:33:22,762 INFO Experiment.PerfCost-8164: Processed 4840 samples out of 10000, 0 errors
10:33:35,674 INFO Experiment.PerfCost-8164: Processed 4850 samples out of 10000, 0 errors
10:33:48,466 INFO Experiment.PerfCost-8164: Processed 4860 samples out of 10000, 0 errors
10:34:01,257 INFO Experiment.PerfCost-8164: Processed 4870 samples out of 10000, 0 errors
10:34:14,113 INFO Experiment.PerfCost-8164: Processed 4880 samples out of 10000, 0 errors
10:34:27,37 INFO Experiment.PerfCost-8164: Processed 4890 samples out of 10000, 0 errors
10:34:39,821 INFO Experiment.PerfCost-8164: Processed 4900 samples out of 10000, 0 errors
10:34:52,616 INFO Experiment.PerfCost-8164: Processed 4910 samples out of 10000, 0 errors
10:35:05,431 INFO Experiment.PerfCost-8164: Processed 4920 samples out of 10000, 0 errors
10:35:18,351 INFO Experiment.PerfCost-8164: Processed 4930 samples out of 10000, 0 errors
10:35:31,297 INFO Experiment.PerfCost-8164: Processed 4940 samples out of 10000, 0 errors
10:35:44,126 INFO Experiment.PerfCost-8164: Processed 4950 samples out of 10000, 0 errors
10:35:57,13 INFO Experiment.PerfCost-8164: Processed 4960 samples out of 10000, 0 errors
10:36:09,821 INFO Experiment.PerfCost-8164: Processed 4970 samples out of 10000, 0 errors
10:36:22,777 INFO Experiment.PerfCost-8164: Processed 4980 samples out of 10000, 0 errors
10:36:35,608 INFO Experiment.PerfCost-8164: Processed 4990 samples out of 10000, 0 errors
10:36:48,544 INFO Experiment.PerfCost-8164: Processed 5000 samples out of 10000, 0 errors
10:37:01,331 INFO Experiment.PerfCost-8164: Processed 5010 samples out of 10000, 0 errors
10:37:14,257 INFO Experiment.PerfCost-8164: Processed 5020 samples out of 10000, 0 errors
10:37:27,77 INFO Experiment.PerfCost-8164: Processed 5030 samples out of 10000, 0 errors
10:37:39,948 INFO Experiment.PerfCost-8164: Processed 5040 samples out of 10000, 0 errors
10:37:52,819 INFO Experiment.PerfCost-8164: Processed 5050 samples out of 10000, 0 errors
10:38:05,801 INFO Experiment.PerfCost-8164: Processed 5060 samples out of 10000, 0 errors
10:38:18,743 INFO Experiment.PerfCost-8164: Processed 5070 samples out of 10000, 0 errors
10:38:31,484 INFO Experiment.PerfCost-8164: Processed 5080 samples out of 10000, 0 errors
10:38:44,409 INFO Experiment.PerfCost-8164: Processed 5090 samples out of 10000, 0 errors
10:38:57,227 INFO Experiment.PerfCost-8164: Processed 5100 samples out of 10000, 0 errors
10:39:10,15 INFO Experiment.PerfCost-8164: Processed 5110 samples out of 10000, 0 errors
10:39:22,887 INFO Experiment.PerfCost-8164: Processed 5120 samples out of 10000, 0 errors
10:39:35,680 INFO Experiment.PerfCost-8164: Processed 5130 samples out of 10000, 0 errors
10:39:48,486 INFO Experiment.PerfCost-8164: Processed 5140 samples out of 10000, 0 errors
10:40:01,215 INFO Experiment.PerfCost-8164: Processed 5150 samples out of 10000, 0 errors
10:40:14,74 INFO Experiment.PerfCost-8164: Processed 5160 samples out of 10000, 0 errors
10:40:26,909 INFO Experiment.PerfCost-8164: Processed 5170 samples out of 10000, 0 errors
10:40:39,552 INFO Experiment.PerfCost-8164: Processed 5180 samples out of 10000, 0 errors
10:40:52,382 INFO Experiment.PerfCost-8164: Processed 5190 samples out of 10000, 0 errors
10:41:05,104 INFO Experiment.PerfCost-8164: Processed 5200 samples out of 10000, 0 errors
10:41:17,886 INFO Experiment.PerfCost-8164: Processed 5210 samples out of 10000, 0 errors
10:41:30,583 INFO Experiment.PerfCost-8164: Processed 5220 samples out of 10000, 0 errors
10:41:43,337 INFO Experiment.PerfCost-8164: Processed 5230 samples out of 10000, 0 errors
10:41:56,196 INFO Experiment.PerfCost-8164: Processed 5240 samples out of 10000, 0 errors
10:42:09,13 INFO Experiment.PerfCost-8164: Processed 5250 samples out of 10000, 0 errors
10:42:21,884 INFO Experiment.PerfCost-8164: Processed 5260 samples out of 10000, 0 errors
10:42:34,740 INFO Experiment.PerfCost-8164: Processed 5270 samples out of 10000, 0 errors
10:42:47,628 INFO Experiment.PerfCost-8164: Processed 5280 samples out of 10000, 0 errors
10:43:00,502 INFO Experiment.PerfCost-8164: Processed 5290 samples out of 10000, 0 errors
10:43:13,381 INFO Experiment.PerfCost-8164: Processed 5300 samples out of 10000, 0 errors
10:43:26,323 INFO Experiment.PerfCost-8164: Processed 5310 samples out of 10000, 0 errors
10:43:39,70 INFO Experiment.PerfCost-8164: Processed 5320 samples out of 10000, 0 errors
10:43:51,950 INFO Experiment.PerfCost-8164: Processed 5330 samples out of 10000, 0 errors
10:44:04,785 INFO Experiment.PerfCost-8164: Processed 5340 samples out of 10000, 0 errors
10:44:17,726 INFO Experiment.PerfCost-8164: Processed 5350 samples out of 10000, 0 errors
10:44:30,488 INFO Experiment.PerfCost-8164: Processed 5360 samples out of 10000, 0 errors
10:44:43,387 INFO Experiment.PerfCost-8164: Processed 5370 samples out of 10000, 0 errors
10:44:56,208 INFO Experiment.PerfCost-8164: Processed 5380 samples out of 10000, 0 errors
10:45:09,81 INFO Experiment.PerfCost-8164: Processed 5390 samples out of 10000, 0 errors
10:45:21,890 INFO Experiment.PerfCost-8164: Processed 5400 samples out of 10000, 0 errors
10:45:34,773 INFO Experiment.PerfCost-8164: Processed 5410 samples out of 10000, 0 errors
10:45:47,501 INFO Experiment.PerfCost-8164: Processed 5420 samples out of 10000, 0 errors
10:46:00,279 INFO Experiment.PerfCost-8164: Processed 5430 samples out of 10000, 0 errors
10:46:13,209 INFO Experiment.PerfCost-8164: Processed 5440 samples out of 10000, 0 errors
10:46:26,23 INFO Experiment.PerfCost-8164: Processed 5450 samples out of 10000, 0 errors
10:46:38,761 INFO Experiment.PerfCost-8164: Processed 5460 samples out of 10000, 0 errors
10:46:51,554 INFO Experiment.PerfCost-8164: Processed 5470 samples out of 10000, 0 errors
10:47:04,434 INFO Experiment.PerfCost-8164: Processed 5480 samples out of 10000, 0 errors
10:47:17,248 INFO Experiment.PerfCost-8164: Processed 5490 samples out of 10000, 0 errors
10:47:30,6 INFO Experiment.PerfCost-8164: Processed 5500 samples out of 10000, 0 errors
10:47:42,879 INFO Experiment.PerfCost-8164: Processed 5510 samples out of 10000, 0 errors
10:47:55,768 INFO Experiment.PerfCost-8164: Processed 5520 samples out of 10000, 0 errors
10:48:08,556 INFO Experiment.PerfCost-8164: Processed 5530 samples out of 10000, 0 errors
10:48:21,369 INFO Experiment.PerfCost-8164: Processed 5540 samples out of 10000, 0 errors
10:48:34,196 INFO Experiment.PerfCost-8164: Processed 5550 samples out of 10000, 0 errors
10:48:46,963 INFO Experiment.PerfCost-8164: Processed 5560 samples out of 10000, 0 errors
10:48:59,720 INFO Experiment.PerfCost-8164: Processed 5570 samples out of 10000, 0 errors
10:49:12,539 INFO Experiment.PerfCost-8164: Processed 5580 samples out of 10000, 0 errors
10:49:25,439 INFO Experiment.PerfCost-8164: Processed 5590 samples out of 10000, 0 errors
10:49:38,239 INFO Experiment.PerfCost-8164: Processed 5600 samples out of 10000, 0 errors
10:49:51,43 INFO Experiment.PerfCost-8164: Processed 5610 samples out of 10000, 0 errors
10:50:03,888 INFO Experiment.PerfCost-8164: Processed 5620 samples out of 10000, 0 errors
10:50:16,693 INFO Experiment.PerfCost-8164: Processed 5630 samples out of 10000, 0 errors
10:50:29,509 INFO Experiment.PerfCost-8164: Processed 5640 samples out of 10000, 0 errors
10:50:42,299 INFO Experiment.PerfCost-8164: Processed 5650 samples out of 10000, 0 errors
10:50:55,268 INFO Experiment.PerfCost-8164: Processed 5660 samples out of 10000, 0 errors
10:51:08,76 INFO Experiment.PerfCost-8164: Processed 5670 samples out of 10000, 0 errors
10:51:20,847 INFO Experiment.PerfCost-8164: Processed 5680 samples out of 10000, 0 errors
10:51:33,757 INFO Experiment.PerfCost-8164: Processed 5690 samples out of 10000, 0 errors
10:51:46,584 INFO Experiment.PerfCost-8164: Processed 5700 samples out of 10000, 0 errors
10:51:59,324 INFO Experiment.PerfCost-8164: Processed 5710 samples out of 10000, 0 errors
10:52:12,173 INFO Experiment.PerfCost-8164: Processed 5720 samples out of 10000, 0 errors
10:52:25,29 INFO Experiment.PerfCost-8164: Processed 5730 samples out of 10000, 0 errors
10:52:37,893 INFO Experiment.PerfCost-8164: Processed 5740 samples out of 10000, 0 errors
10:52:50,780 INFO Experiment.PerfCost-8164: Processed 5750 samples out of 10000, 0 errors
10:53:03,682 INFO Experiment.PerfCost-8164: Processed 5760 samples out of 10000, 0 errors
